,PWSID,COUNTY_SERVED
451033,IL0735280,Henry
451047,IL0735500,Henry
451048,IL0735600,Henry
451053,IL0750050,Iroquois
451054,IL0750050,
451064,MT0003672,Yellowstone
451065,MT0003672,
451075,IL1635060,St. Clair
451076,IL1635060,
451173,IL1370450,Morgan
451174,IL1370450,
451187,IL1395150,Moultrie
451196,IL1410250,Ogle
451197,IL1410250,
451200,IL1410350,Ogle
451201,IL1410350,
451204,IL1410450,Ogle
451205,IL1410450,
451206,IL1410500,Ogle
451207,IL1410500,
451235,IL0610150,Greene
451236,IL0610150,
451237,IL0610200,Greene
451238,IL0610200,
451329,IL0975736,Lake
451344,IL0990020,LaSalle
451345,IL0990060,LaSalle
451346,IL0990060,
451349,IL0990200,LaSalle
451350,IL0990200,
451351,IL0990300,LaSalle
451352,IL0990300,
451393,IL0750350,Iroquois
451394,IL0750350,
451425,RI1900053,Washington
451426,RI1900053,
451446,MI0000418,Cass
451447,MI0000418,
451486,IL0630060,Grundy
451487,IL0630060,
451490,IL0630200,Grundy
451492,IL0630200,
451497,IL0630450,Grundy
451498,IL0630450,
451523,SC4620003,York
451524,SC4620003,
451611,RI1858429,Washington
451612,RI1858429,
451613,RI1858428,Washington
451614,RI1858428,
451639,NV0000349,Elko
451676,OK3004102,Lincoln
451677,OK3004104,Lincoln
451678,OK3004107,Lincoln
451679,OK3004108,Lincoln
451683,OK3004513,Marshall
451689,OK3004616,Mayes
451691,OK3004627,Mayes
451695,OK3004801,McCurtain
451696,OK3004804,McCurtain
451697,OK3004806,McCurtain
451698,OK3004809,McCurtain
451699,OK3004812,McCurtain
451700,OK3004814,McCurtain
451701,OK3004903,McIntosh
451702,OK3004907,McIntosh
451703,OK3004920,McIntosh
451704,OK3004939,McIntosh
451706,OK3005004,Murray
451707,OK3005102,Muskogee
451708,OK3005103,Muskogee
451709,OK3005104,Muskogee
451741,MI0066695,Genesee
451742,MI0066695,
451763,IL0314120,Cook
451764,IL0314120,
451820,SC4650063,York
451821,SC4650063,
451833,SC4660055,York
451834,SC4660055,
451841,OK3004811,McCurtain
451842,OK1020724,Lincoln
451846,OK4001470,Cleveland
451847,OK2007061,Texas
451849,OK3003310,Jackson
451852,OK3004810,McCurtain
451864,OH8502812,Wayne
451867,OH2569412,Franklin
451945,OK3005105,Muskogee
451946,OK3005106,Muskogee
451947,OK3005107,Muskogee
451948,OK3005118,Muskogee
451949,OK3005119,Muskogee
451950,OK3005122,Muskogee
451951,OK3005127,Muskogee
451953,OK3005203,Noble
451954,OK3005205,Noble
451955,OK3005302,Nowata
451956,OK3005303,Nowata
451959,OK3005307,Nowata
451960,OK3005308,Nowata
451961,OK3005309,Nowata
451962,OK3005321,Nowata
451963,OK3005401,Okfuskee
451964,OK3005402,Okfuskee
451966,OK3005602,Okmulgee
451968,OK3005604,Okmulgee
451969,OK3005605,Okmulgee
451970,OK3005606,Okmulgee
451971,OK3005607,Okmulgee
451972,OK3005608,Okmulgee
451973,OK3005610,Okmulgee
451974,OK3005611,Okmulgee
451975,OK3005613,Okmulgee
451978,OK3005717,Osage
451979,OK3005721,Osage
451980,OK3005736,Osage
451983,OK3005744,Osage
451987,OK3005911,Pawnee
451988,OK3005913,Pawnee
451989,OK3005921,Pawnee
451990,OK3006001,Payne
452005,OK2004456,Major
452006,OK2002465,Garfield
452058,IL0317765,Cook
452105,OH2570722,Franklin
452106,IN2030124,Bartholomew
452107,IN2030124,
452114,NY1800553,
452115,NY1800553,Genesee
452174,IL1430350,Peoria
452175,IL1430350,
452179,IL1430450,Peoria
452180,IL1430450,
452213,IL3112540,McHenry
452247,TX0130058,Bee
452283,GA0130034,Barrow
452291,CA2000941,Madera
452292,NJ1410300,Morris
452293,NJ1410300,
452309,IL1590150,Richland
452312,IL1590150,
452317,IL1595050,Richland
452320,IL1610100,Rock Island
452321,IL1610100,
452331,IL1610300,Rock Island
452332,IL1610300,
452370,IL0855050,Jo Daviess
452378,IL0870200,Johnson
452379,IL0870200,
452380,IL0870350,Johnson
452381,IL0870350,
452420,IL1435150,Peoria
452428,IL1450050,Perry
452429,IL1450050,
452432,IL1450150,Perry
452433,IL1450150,
452436,IL1450300,Perry
452437,IL1450300,
452447,IL1470150,Piatt
452449,IL1470150,
452450,IL1470200,Piatt
452451,IL1470200,
452464,IL0670250,Hancock
452469,IL0670450,Hancock
452470,IL0670450,
452471,IL0670500,Hancock
452472,IL0670500,
452475,IL0670650,Hancock
452476,IL0670650,
452491,IL0710050,Henderson
452494,NM3510632,Valencia
452495,NM3510632,
452556,PA7361114,Lancaster
452582,IL1610700,Rock Island
452583,IL1610700,
452598,IL1615387,Rock Island
452621,IL1190550,Madison
452622,IL1190550,
452631,IL1190950,Madison
452632,IL1190950,
452643,IL1194760,Madison
452644,IL1194760,
452647,IL1195110,Madison
452681,RI2000083,Providence
452682,RI2000083,
452720,SC4010001,Richland
452721,SC4010001,
452774,IL0995185,LaSalle
452780,IL0995300,LaSalle
452782,IL0995336,LaSalle
452783,IL0995365,LaSalle
452784,IL0995400,LaSalle
452785,IL0995425,LaSalle
452791,IL1010150,Lawrence
452792,IL1010150,
452796,CA2400333,Merced
452798,IL1015300,Lawrence
452806,IL1970450,Will
452807,IL1970450,
452818,GA1770011,Lee
452819,GA1770011,
452828,GA1850025,Lowndes
452829,GA1850025,
452847,IA4500901,Howard
452848,IA4500901,
452851,OH4938912,Madison
452855,CO0262177,Weld
452872,OK2001475,Cleveland
452876,OK2001483,Cleveland
452930,IL1170600,
452938,IL1170800,Macoupin
452939,IL1170800,
452956,IL1175100,Macoupin
452957,IL1175150,Macoupin
452963,VT0021051,Rutland
452964,VT0021051,
452965,VT0021053,Rutland
452966,VT0021053,
453035,OK1021509,Wagoner
453036,OK1021512,Rogers
453037,OK1021513,Rogers
453039,IL1030150,Lee
453040,IL1030150,
453041,IL1030200,Lee
453042,IL1030200,
453045,IL1030300,Lee
453046,IL1030300,
453049,IL1030450,Lee
453050,IL1030450,
453053,IL1030550,Lee
453054,IL1030550,
453058,IL1035100,Lee
453072,IL1050250,Livingston
453073,IL1050250,
453074,IL1050300,Livingston
453075,IL1050300,
453093,IL0110450,Bureau
453094,IL0110450,
453103,IL0110700,Bureau
453104,IL0110700,
453105,IL0110800,Bureau
453107,IL0110800,
453121,OK2001609,Comanche
453126,OK2001702,Cotton
453127,OK2001801,Craig
453147,OK2002002,Custer
453149,OK2002015,Custer
453150,OK2002023,Custer
453151,OK2002040,Custer
453158,OK2002157,Delaware
453159,OK2002166,Delaware
453163,OK2002203,Dewey
453196,IL1190080,Madison
453197,IL1190080,
453272,TX1520103,Lubbock
453273,OK1021527,Wagoner
453274,OK1021528,Wagoner
453275,OK1021529,Wagoner
453277,OK1021603,Mayes
453278,OK1021604,Mayes
453279,OK1021607,Muskogee
453280,OK1021611,Craig
453282,OK1021613,Mayes
453286,OK1021621,Cherokee
453287,OK1021622,Muskogee
453289,OK1021640,Mayes
453290,OK1021643,Wagoner
453291,OK1021649,Wagoner
453294,OK1021668,Mayes
453295,OK1021674,Delaware
453296,OK1021678,Mayes
453297,OK1021691,Delaware
453298,OK1021696,Ottawa
453299,OK1021697,Cherokee
453300,OK1021701,Cherokee
453301,OK1021702,Cherokee
453303,OK1021707,Cherokee
453304,OK1021711,Cherokee
453305,OK1021713,Sequoyah
453306,OK1021721,Cherokee
453307,OK1021727,Cherokee
453310,OK1021733,Cherokee
453314,OK1021770,Adair
453316,OK1021773,Sequoyah
453318,OK1221615,Delaware
453319,OK1221626,Wagoner
453346,IL0010400,Adams
453347,IL0010400,
453350,IL0010500,Adams
453466,IL1990300,Williamson
453467,IL1990300,
453501,OK3005728,Osage
453528,ME0000290,Cumberland
453529,ME0000290,
453556,OK2007102,Tillman
453557,OK2007103,Tillman
453558,OK2007104,Tillman
453559,OK2007107,Tillman
453560,OK2007501,Washita
453561,OK2007502,Washita
453562,OK2007503,Washita
453565,OK2007507,Washita
453569,OK2007604,Woods
453578,OK2007709,Woodward
453579,OK2007710,Woodward
453593,IL0010700,Adams
453594,IL0010700,
453614,NE3100102,Adams
453615,NE3100102,
453652,IL0311620,Cook
453653,IL0311620,
453667,OK3005560,Oklahoma
453796,OK1010101,McCurtain
453797,OK1010203,McCurtain
453798,OK1010207,McCurtain
453799,OK1010214,McCurtain
453800,OK1010302,Pushmataha
453801,OK1010304,Le Flore
453802,OK1010314,Choctaw
453803,OK1010316,Choctaw
453804,OK1010318,Pushmataha
453805,OK1010401,Atoka
453806,OK1010402,Coal
453807,OK1010408,Atoka
453808,OK1010412,Atoka
453809,OK1010414,Hughes
453810,OK1010601,Bryan
453811,OK1010604,Bryan
453812,OK1010803,Roger Mills
453813,OK1010806,Caddo
453814,OK1010807,Garvin
453815,OK1010808,Garvin
453816,OK1010809,Stephens
453817,OK1010812,Garvin
453818,OK1010814,Carter
453819,OK1010815,Johnston
453820,OK1010816,Johnston
453821,OK1010820,Marshall
453822,OK1010821,Grady
453824,OK1010824,Murray
453828,OK3000303,Atoka
453830,OK3000704,Bryan
453834,OK3000901,Canadian
453836,OK3000909,Canadian
453837,OK3001004,Carter
453838,OK3001118,Cherokee
453840,OK3001125,Cherokee
453842,OK3001203,Choctaw
453843,OK3001209,Choctaw
453844,OK3001501,Coal
453985,TX1012841,Harris
454034,OK2002304,Ellis
454036,OK2002401,Garfield
454037,OK2002402,Garfield
454040,OK2002413,Garfield
454042,OK2002416,Garfield
454044,OK2002420,Garfield
454045,OK2002444,Garfield
454055,OK2002605,Grady
454057,OK2002608,Grady
454064,OK1010830,Carter
454067,OK1010848,Marshall
454068,OK1010852,Grady
454069,OK1011101,Stephens
454070,OK1011102,Carter
454071,OK1011201,Jefferson
454073,OK1011305,Cotton
454074,OK1011306,Cotton
454076,OK1011401,Tillman
454077,OK1011501,Jackson
454079,OK1011503,Kiowa
454080,OK1020101,Le Flore
454081,OK1020103,Latimer
454082,OK1020104,Le Flore
454083,OK1020105,Latimer
454084,OK1020106,Le Flore
454085,OK1020110,Latimer
454087,OK1020206,Sequoyah
454088,OK1020208,Sequoyah
454090,OK1020212,Sequoyah
454091,OK1020301,Haskell
454092,OK1020302,Muskogee
454093,OK1020303,Haskell
454094,OK1020404,Creek
454095,OK1020405,Creek
454098,OK1020409,Muskogee
454100,OK1020419,Creek
454102,OK1020504,Pottawatomie
454103,OK1020506,Pottawatomie
454104,OK1020508,Hughes
454105,OK1020510,Seminole
454106,OK1020511,Hughes
454107,OK1020512,Okfuskee
454108,OK1020514,McIntosh
454109,OK1020515,McIntosh
454113,IL1810050,Union
454114,IL1810050,
454119,IL1810250,Union
454120,IL1810250,
454122,IL1815100,Union
454123,IL1815150,Union
454126,PA2080353,Bradford
454214,IL1815550,Union
454215,IL1830050,Vermilion
454216,IL1830050,
454260,VT0021195,Windham
454261,VT0021195,
454273,OK2000202,Alfalfa
454274,OK2000203,Alfalfa
454275,OK2000206,Alfalfa
454276,OK2000207,Alfalfa
454286,OK2000402,Beaver
454301,OK2002633,Grady
454311,OK2002711,Grant
454312,OK2002801,Greer
454313,OK2002802,Greer
454314,OK2002803,Greer
454315,OK2002804,Greer
454316,OK2002806,Greer
454317,OK2002901,Harmon
454318,OK2002902,Harmon
454320,OK2003002,Harper
454325,OK2003301,Jackson
454327,OK2003306,Jackson
454329,OK2003405,Jefferson
454341,OK2003604,Kay
454344,OK2003701,Kingfisher
454345,OK2003702,Kingfisher
454346,OK2003703,Kingfisher
454347,OK2003704,Kingfisher
454433,IL1995160,Williamson
454434,IL1995200,Williamson
454435,IL1995200,
454439,IL1995350,Williamson
454440,IL1995350,
454443,IL2010050,Winnebago
454444,IL2010050,
454449,IL2010150,Winnebago
454450,IL2010150,
454453,IL2010300,Winnebago
454454,IL2010300,
454455,IL2010350,Winnebago
454456,IL2010350,
454478,OH7038212,Richland
454482,NE3115307,Sarpy
454483,NE3115307,
454535,OK2000505,Beckham
454537,OK2000510,Beckham
454539,OK2000533,Beckham
454541,OK2000601,Blaine
454542,OK2000602,Blaine
454543,OK2000606,Blaine
454545,OK2000608,Blaine
454554,OK2000625,Blaine
454557,OK2000702,Bryan
454559,OK2000704,Bryan
454566,OK2000802,Caddo
454568,OK2000804,Caddo
454570,OK2000806,Caddo
454571,OK2000808,Caddo
454572,OK2000809,Caddo
454575,OK2000810,Caddo
454577,OK2000812,Caddo
454579,OK2000817,Caddo
454669,IL1670550,Sangamon
454670,IL1670550,
454701,IL2015160,Winnebago
454708,IL0190300,Champaign
454709,IL0190300,
454710,IL0190350,Champaign
454711,IL0190350,
454726,IL0191000,Champaign
454727,IL0191000,
454728,IL0194560,Champaign
454729,IL0194560,
454841,OK2004440,Major
454861,WV3300315,Boone
454862,WV3300315,
454863,NM3510507,Dona Ana
454864,NM3510507,
454947,IL1710010,Scott
454950,IL1710250,Scott
454951,IL1710250,
454960,IL1730100,Shelby
454961,IL1730100,
454985,IL3076471,Putnam
454988,NY6017081,Wyoming
455020,AZ0407732,Maricopa
455021,AZ0407732,
455035,TX1080238,Hidalgo
455037,CA5100176,Sutter
455058,OK1020529,McIntosh
455059,OK1020603,Pittsburg
455060,OK1020604,Pittsburg
455061,OK1020605,Pittsburg
455062,OK1020606,Pittsburg
455063,OK1020609,Pittsburg
455064,OK1020611,Pittsburg
455065,OK1020616,Pittsburg
455066,OK1020623,Pittsburg
455067,OK1020625,Pittsburg
455068,OK1020702,Lincoln
455069,OK1020703,Lincoln
455070,OK1020705,Lincoln
455071,OK1020706,Okfuskee
455072,OK1020707,Okmulgee
455073,OK1020708,Okmulgee
455074,OK1020709,Okmulgee
455075,OK1020710,Muskogee
455076,OK1020723,Oklahoma
455077,OK1020801,Cleveland
455078,OK1020803,Hughes
455080,OK1020806,Oklahoma
455082,OK1020903,Logan
455083,OK1020909,Creek
455084,OK1020910,Payne
455085,OK1020911,Logan
455086,OK1021101,Kay
455096,IL1550150,Putnam
455097,IL1550150,
455098,IL1550200,Putnam
455099,IL1550200,
455100,IL1550250,Putnam
455101,IL1550250,
455102,IL1550300,Putnam
455103,IL1550300,
455106,IL1570010,Randolph
455115,IL1570250,Randolph
455116,IL1570250,
455127,IL1570600,Randolph
455128,IL1570600,
455129,IL1570650,Randolph
455130,IL1570650,
455132,IL0770550,
455133,IL0775100,Jackson
455134,IL0775150,Jackson
455135,IL0775200,Jackson
455136,IL0775250,Jackson
455137,IL0775400,Jackson
455138,IL0775420,Jackson
455167,IL1670230,Sangamon
455168,IL1670230,
455206,IL0775410,Jackson
455207,IL0775410,
455212,IL1195350,Madison
455213,IL1195350,
455284,IL1970550,Will
455285,IL1970550,
455293,OK2003715,Kingfisher
455295,OK2003802,Kiowa
455297,OK2003806,Kiowa
455300,OK2004103,Lincoln
455301,OK2004104,Lincoln
455305,OK2004203,Logan
455308,OK2004206,Logan
455309,OK2004207,Logan
455310,OK2004211,Logan
455312,OK2004230,Logan
455322,OK2004401,Major
455323,OK1021203,Osage
455324,OK1021204,Osage
455325,OK1021205,Noble
455326,OK1021206,Noble
455327,OK1021209,Pawnee
455328,OK1021210,Pawnee
455329,OK1021217,Noble
455330,OK1021220,Payne
455331,OK1021221,Pawnee
455332,OK1021222,Noble
455333,OK1021301,Osage
455334,OK1021304,Osage
455335,OK1021305,Osage
455336,OK1021306,Osage
455337,OK1021313,Osage
455338,OK1021401,Washington
455339,OK1021410,Osage
455340,OK1021417,Washington
455342,OK1021501,Nowata
455343,OK1021502,Nowata
455344,OK1021503,Nowata
455345,OK1021504,Rogers
455346,OK1021505,Tulsa
455347,OK1021506,Rogers
455394,IL1110350,McHenry
455395,IL1110350,
455412,WI4200469,Fond du Lac
455413,WI4200469,
455497,WI2460113,Ozaukee
455498,WI2460113,
455533,OK2000868,Caddo
455538,OK2000902,Canadian
455539,OK2000904,Canadian
455541,OK2000908,Canadian
455542,OK2000909,Canadian
455543,OK2000910,Canadian
455545,OK2000922,Canadian
455548,OK2001003,Carter
455557,OK2001201,Choctaw
455561,OK2004402,Major
455562,OK2004403,Major
455563,OK2004404,Major
455564,OK2004405,Major
455565,OK2004407,Major
455566,OK2004420,Major
455568,OK2004506,Marshall
455569,OK2004538,Marshall
455575,OK2004702,McClain
455578,UTAH08048,Emery
455637,PA4180059,Clinton
455641,IL1110900,McHenry
455642,IL1110900,
455646,IL1115080,McHenry
455662,IL1115850,McHenry
455674,IL1130250,McLean
455675,IL1130250,
455676,IL1130300,McLean
455677,IL1130300,
455680,IL1130400,McLean
455681,IL1130400,
455682,IL1130450,McLean
455683,IL1130450,
455688,IL0195865,Champaign
455689,IL0195945,Champaign
455692,IL0210050,Christian
455693,IL0210050,
455694,IL0210150,Christian
455695,IL0210150,
455727,OK3006139,Pittsburg
455735,OK2004192,Lincoln
455761,OK2003745,Kingfisher
455769,IN2290884,Hamilton
455770,IN2290884,
455774,IL3017400,Ogle
455801,OK2001204,Choctaw
455802,OK2001205,Choctaw
455812,OK2001309,Cimarron
455815,OK2001409,Cleveland
455817,OK2001412,Cleveland
455849,IL1190350,Madison
455850,IL1190350,
455889,WI4380465,Marinette
455890,WI4380465,
455936,IL1770250,Stephenson
455937,IL1770250,
456020,OK2004707,McClain
456022,OK2004711,McClain
456037,IL1830600,Vermilion
456038,IL1830600,
456045,IL1830800,Vermilion
456046,IL1830800,
456059,IL1835200,Vermilion
456069,IL1850200,Wabash
456070,IL1850200,
456071,IL1870050,Warren
456072,IL1870050,
456085,TX1520241,Lubbock
456088,CO0201475,Adams
456089,CO0201475,
456123,WV3302014,Kanawha
456124,WV3302014,
456138,PA1150412,Chester
456148,VA3800080,
456188,IL1775255,Stephenson
456233,IL1795780,Tazewell
456234,IL1795780,
456239,IL1970850,Will
456240,IL1970850,
456268,OK2005111,Muskogee
456270,OK2005202,Noble
456275,OK2005501,Oklahoma
456277,OK2005504,Oklahoma
456278,OK2005506,Oklahoma
456284,OK2005519,Oklahoma
456292,OK2005534,Oklahoma
456316,TX1130012,Houston
456317,TX1130032,Houston
456331,IL1170060,Macoupin
456367,IL0270050,Clinton
456368,IL0270050,
456377,IL0270300,Clinton
456378,IL0270300,
456383,IL0270500,Clinton
456384,IL0270500,
456385,IL0274580,Clinton
456386,IL0274580,
456396,IL0275250,Clinton
456400,WI1280107,Jefferson
456401,WI1280107,
456402,WI1330078,Lafayette
456403,WI1330078,
456490,WI1540971,Rock
456491,WI1540971,
456512,IL0115135,Bureau
456513,IL0130010,Calhoun
456534,IL0150300,Carroll
456535,IL0150300,
456536,IL0150350,Carroll
456537,IL0150350,
456541,IL0170100,Cass
456542,IL0170100,
456592,IL0975040,Lake
456598,IL1375050,Morgan
456642,IL1130750,McLean
456643,IL1130750,
456644,IL1130800,McLean
456645,IL1130800,
456658,IL1135100,McLean
456661,IL1135140,McLean
456681,WI1570897,Sauk
456682,WI1570897,
456755,WI1220089,Grant
456756,WI1220089,
456805,OH2955112,Greene
456834,IN2710513,St. Joseph
456835,IN2710513,
456903,IL1135689,McLean
456907,IL1150100,Macon
456908,IL1150100,
456917,IL1150300,Macon
456918,IL1150300,
456919,IL1150350,Macon
456920,IL1150350,
456929,IL1170010,Macoupin
456931,IL1170040,Macoupin
456936,IL1170150,Macoupin
456937,IL1170150,
456938,IL1170200,Macoupin
456944,IL1170450,Macoupin
456945,IL1170450,
456946,IL1170500,Macoupin
456947,IL1170500,
456950,IL1170600,Macoupin
457033,IL1870150,Warren
457034,IL1870150,
457062,NC0424035,Columbus
457063,NC0424035,
457082,IL0990500,LaSalle
457083,IL0990500,
457084,IL0990550,LaSalle
457085,IL0990550,
457086,IL0990600,LaSalle
457087,IL0990600,
457088,IL0990650,LaSalle
457089,IL0990650,
457095,IL0990800,LaSalle
457096,IL0990800,
457103,IL0991150,LaSalle
457104,IL0991150,
457108,IL0995050,LaSalle
457109,IL0995150,LaSalle
457119,NC0464520,Nash
457120,NC0464520,
457127,WV3302852,Mercer
457128,WV3302852,
457193,IL1070050,Logan
457194,IL1070050,
457204,IL1070400,Logan
457212,KS2115101,Pratt
457213,KS2115101,
457215,IL1075145,Logan
457283,OK2006013,Payne
457301,IL1910010,Wayne
457302,IL1910010,
457303,IL1910020,Wayne
457304,IL1910020,
457307,IL1910100,Wayne
457308,IL1910100,
457311,IL1910350,Wayne
457312,IL1910350,
457317,IL1915050,Wayne
457318,IL1915050,
457319,IL1915100,Wayne
457320,IL1915100,
457341,IL1950200,Whiteside
457342,IL1950200,
457349,IL0290020,Coles
457373,IL0310080,Cook
457379,IL0050100,Bond
457380,IL0050100,
457387,IL0054360,Bond
457388,IL0054360,
457389,IL0054720,Bond
457390,IL0054720,
457416,IL0110100,Bureau
457417,IL0110100,
457418,IL0110150,Bureau
457419,IL0110150,
457459,IL1090010,McDonough
457460,IL1090010,
457463,IL1090050,McDonough
457464,IL1090050,
457475,IL1090300,McDonough
457476,IL1090300,
457477,IL1090350,McDonough
457478,IL1090350,
457494,OR4192622,Clackamas
457503,IL0190060,Champaign
457510,IL1955165,Whiteside
457511,IL1955165,
457536,OK2006301,Pottawatomie
457542,OK2006363,Pottawatomie
457547,OK2006505,Roger Mills
457549,OK2006701,Seminole
457550,OK2006704,Seminole
457566,OK2006969,Stephens
457569,OK2007003,Texas
457574,OK2007010,Texas
457582,OK2007101,Tillman
457646,IL2015495,Winnebago
457651,IL2015625,Winnebago
457652,IL2015625,
457653,IL2015645,Winnebago
457654,IL2015645,
457751,IL2030600,Woodford
457752,IL2030600,
457753,IL2034450,Woodford
457754,IL2034450,
457766,IL2035225,Woodford
457767,IL2035225,
457772,IL1290010,Menard
457773,IL1290010,
457873,TX0200412,Brazoria
457878,TX0200426,Brazoria
457879,TX0200432,Brazoria
457892,TX0200493,Brazoria
457900,TX0200510,Brazoria
457996,WI7501194,Portage
457997,WI7501194,
458055,WI4690615,
458064,WI4700274,Waushara
458065,WI4700274,
458084,WI2461408,Ozaukee
458085,WI2461408,
458161,WI4590012,Shawano
458162,WI4590012,
458169,AL0001771,Clarke
458170,AL0001771,
458189,AL0001791,Montgomery
458190,AL0001791,
458195,AL0001796,Jackson
458216,TX1300048,Kendall
458220,TX1310001,Kenedy
458225,TX1320006,Kent
458226,TX1330001,Kerr
458231,TX1330010,Kerr
458259,WI6091423,Chippewa
458260,WI6091423,
458289,TX1650174,Midland
458290,TX0830012,Gaines
458291,TX0830018,Gaines
458292,TX0830019,Gaines
458294,TX0830031,Gaines
458298,TX0840004,Galveston
458305,TX0840019,Galveston
458307,TX0840028,Galveston
458313,TX0840044,Galveston
458320,WI6030406,Barron
458321,WI6030406,
458367,TX1520135,Lubbock
458485,TX1330052,Kerr
458551,TX0840080,Galveston
458552,TX0840084,Galveston
458565,TX0840229,Galveston
458574,TX0850001,Garza
458575,TX0850002,Garza
458576,TX0850012,Garza
458584,TX0860080,Gillespie
458586,TX0860086,Gillespie
458587,TX0860090,Gillespie
458598,TX0860108,Gillespie
458616,WI4151055,Door
458617,WI4151055,
458635,TX1013195,Harris
458658,TX2490051,Wise
458673,TX2500010,Wood
458676,TX2500015,Wood
458775,VT0021570,Rutland
458776,VT0021570,
458779,VT0021574,Rutland
458780,VT0021574,
458795,WI6490341,Polk
458796,WI6490341,
458797,WI6620332,Trempealeau
458798,WI6620332,
458814,WI2651469,Walworth
458815,WI2651469,
458846,TX0200555,Brazoria
458848,TX0200556,Brazoria
458863,WI4200601,Fond du Lac
458865,WI4200601,
458964,WI1134017,Dane
458965,WI1134017,
459044,WI4050459,
459047,WI4051031,Brown
459048,WI4051031,
459097,TX1270001,Jones
459098,TX1270002,Jones
459099,TX1270003,Jones
459100,TX1270005,Jones
459102,TX1270007,Jones
459105,TX1280001,Karnes
459106,TX1280002,Karnes
459107,TX1280003,Karnes
459109,TX1280007,Karnes
459112,TX1290004,Kaufman
459131,TX1300001,Kendall
459132,TX1300002,Kendall
459134,TX1300008,Kendall
459162,PA7671094,York
459169,TX0190087,Bowie
459171,TX0200002,Brazoria
459226,TX1700891,Montgomery
459228,TX1590015,Martin
459245,TX2380030,Ward
459247,TX1650175,Midland
459292,WI6091473,Chippewa
459293,WI6091473,
459347,WI4080314,Calumet
459348,WI4080314,
459371,NN0403011,
459372,NN0403011,
459410,TX0200011,Brazoria
459419,TX0200032,Brazoria
459420,TX0200033,Brazoria
459422,TX0200036,Brazoria
459423,TX0200037,Brazoria
459424,TX0200038,Brazoria
459426,TX0200041,Brazoria
459429,TX0200049,Brazoria
459430,TX0200053,Brazoria
459433,TX0200062,Brazoria
459437,TX0200083,Brazoria
459445,TX0200125,Brazoria
459446,TX0200127,Brazoria
459447,TX0200128,Brazoria
459484,TX0790586,Fort Bend
459533,TX0870003,Glasscock
459535,TX1830008,Panola
459536,TX1830009,Panola
459537,TX1830010,Panola
459539,TX1830012,Panola
459540,TX1830014,Panola
459542,TX1830019,Panola
459546,TX1830027,Panola
459547,TX1830029,Panola
459548,TX1830030,Panola
459549,TX1830032,Panola
459550,TX1840001,Parker
459554,TX1840003,Parker
459556,TX1840005,Parker
459557,TX1840006,Parker
459558,TX1840007,Parker
459559,TX1840008,Parker
459613,TX2500039,Wood
459619,TX2510001,Yoakum
459620,TX2510002,Yoakum
459628,TX2520008,Young
459630,TX2530003,Zapata
459631,TX2530004,Zapata
459632,TX2530023,Zapata
459634,TX2540003,Zavala
459661,WI6090645,Chippewa
459662,WI6090645,
459764,WI6270022,Jackson
459765,WI6270022,
459776,WI7010146,Adams
459777,WI7010146,
459809,TX1012052,Harris
459819,TX1110007,Hood
459822,TX1290010,Kaufman
459825,TX1520067,Lubbock
459826,TX1650003,Midland
459831,TX1830017,Panola
459833,TX1840034,Parker
459836,TX1910003,Randall
459837,TX1940006,Red River
459839,TX2140030,Starr
459853,WI4590522,Shawano
459854,WI4590522,
459871,TX0140076,Bell
459881,TX0290054,Calhoun
459885,TX0580011,Dawson
459965,WI1140359,Dodge
459966,WI1140359,
459975,WI1250217,Iowa
459976,WI1250217,
459991,WI1540220,Rock
459992,WI1540220,
460043,WI6561105,St. Croix
460044,WI6561105,
460049,WI4590451,Shawano
460050,WI4590451,
460108,WI4690626,Waupaca
460109,WI4690626,
460363,WI6091077,Chippewa
460364,WI6091077,
460369,WI6090327,Chippewa
460370,WI6090327,
460392,TX0200185,Brazoria
460403,TX0200230,Brazoria
460404,TX0200232,Brazoria
460476,TX0830039,Gaines
460543,WI2520201,Racine
460544,WI2520201,
460568,WI4200405,Fond du Lac
460569,WI4200405,
460580,WI2650143,Walworth
460581,WI2650143,
460661,TX0200335,Brazoria
460672,TX0200360,Brazoria
460734,TX1013689,Harris
460755,TX1013692,Harris
460830,WI1540118,Rock
460831,WI1540118,
460879,WI6270019,Jackson
460880,WI6270019,
460912,WI6560057,St. Croix
460913,WI6560057,
460918,WI7500058,Portage
460919,WI7500058,
460920,WI1541402,Rock
460921,WI1541402,
460929,WI1110280,Columbia
460930,WI1110280,
460931,WI1110287,Columbia
460932,WI1110287,
460954,WI2680228,Waukesha
460955,WI2680228,
461008,WI4150220,Door
461009,WI4150220,
461040,TX2400032,Webb
461042,TX1700695,Montgomery
461045,TX1700727,Montgomery
461048,TX0910140,Grayson
461053,TX0290066,Calhoun
461079,TX1013332,Harris
461082,TX1020002,Harrison
461100,WI6320454,La Crosse
461101,WI6320454,
461169,WI1541746,Rock
461170,WI1541746,
461226,WI1110093,Columbia
461227,WI1110093,
461275,WI6480243,Pierce
461276,WI6480243,
461322,WI4080353,Calumet
461323,WI4080353,
461332,WI4390169,Marquette
461333,WI4390169,
461337,WI6321452,La Crosse
461338,WI6321452,
461339,WI7500872,Portage
461340,WI7500872,
461401,WI4380700,Marinette
461402,WI4380700,
461469,WI2684468,Waukesha
461470,WI2684468,
461500,WI2670253,Washington
461501,WI2670253,
461530,NJ1421355,Morris
461531,NJ1421355,
