,PWSID,COUNTY_SERVED
363810,NC4392446,
363811,NC4392446,Wake
363856,WY5600051,Laramie
363857,WY5600051,
363862,WY5600036,Natrona
363863,WY5600036,
363907,NE3120563,Saunders
363908,NE3120563,
363913,NE3120567,Seward
363914,NE3120567,
363935,NE3120601,Butler
363936,NE3120601,
363947,NE3120612,Thomas
363948,NE3120612,
363951,NE3120617,Platte
363952,NE3120617,
363955,NE3120619,Antelope
363956,NE3120619,
364270,NE3112101,Merrick
364271,NE3112101,
364272,NE3112102,Merrick
364278,NE3112102,
364289,NE3112301,Morrill
364290,NE3112301,
364291,NE3112302,Morrill
364292,NE3112302,
364293,NE3112303,Morrill
364294,NE3112303,
364531,NE3112502,Nance
364532,NE3112502,
364533,NE3112503,Nance
364534,NE3112503,
364535,NE3112701,Nemaha
364536,NE3112701,
364541,NE3112704,Nemaha
364542,NE3112704,
364555,NE3112902,Nuckolls
364556,NE3112902,
364765,TN0000523,Roane
364766,TN0000523,
364775,TN0000532,Scott
364776,TN0000532,
364791,NE3120502,
364805,NE3120516,Scotts Bluff
364806,NE3120516,
364807,NE3120518,Arthur
364808,NE3120518,
364809,NE3120519,McPherson
364810,NE3120519,
364811,NE3120521,Pierce
364812,NE3120521,
364817,NE3120524,Platte
364818,NE3120524,
364910,NE3120641,Hall
364912,NE3120641,
364915,NE3120645,Holt
364916,NE3120645,
364921,AZ0415108,
365013,NY1921452,Greene
365014,NY1921452,
365047,NY3800152,Otsego
365048,NY3800152,
365049,NY3800152,
365101,CA1009078,Fresno
365173,NE3120672,Antelope
365174,NE3120672,
365188,ID4010061,Ada
365266,PA1150839,Chester
365270,WY5601019,Uinta
365271,WY5601019,
365389,CA3600297,San Bernardino
365515,CA1300653,Imperial
365531,CA2702652,Monterey
365632,NJ2013001,Union
365635,NJ2013001,
365638,NJ1615017,Passaic
365639,NJ1615017,
365664,NJ1708001,Salem
365665,NJ1708001,
365666,NJ1710001,Salem
365667,NJ1710001,
365718,NJ1710301,Salem
365719,NJ1710301,
365722,NJ1710304,Salem
365723,NJ1710304,
365730,NJ1813301,Somerset
365731,NJ1813301,
365905,CA5500089,Tuolumne
365999,CT0189673,
366000,CT0189673,Fairfield
366081,NJ2105323,
366082,NJ2105323,Warren
366084,PA3390543,Lehigh
366102,PA7360593,Lancaster
366104,PA7360596,Lancaster
366115,TX1650140,Midland
366185,MI2016819,Clinton
366351,PA7360520,Lancaster
366352,PA7360521,Lancaster
366359,CA3601013,San Bernardino
366366,CA3600768,San Bernardino
366368,CA3600504,San Bernardino
366406,NY5718637,Washington
366407,NY5718637,
366426,CA2702571,Monterey
366428,CA2702550,Monterey
366461,TX0670036,Eastland
366469,AZ0413138,
366470,AZ0413138,Yavapai
366511,NJ1710002,Salem
366512,NJ1710002,
366513,NJ1710003,Salem
366514,NJ1710003,
366515,NJ1710006,Salem
366516,NJ1710006,
366517,NJ1712001,Salem
366518,NJ1712001,
366519,NJ1712001,
366520,NJ1712001,
366575,TX0860151,Gillespie
366584,CA5010013,Stanislaus
366585,CA5010013,
366633,CA3600062,San Bernardino
366674,NJ1922337,Sussex
366675,NJ1922337,
366683,NJ1922355,Sussex
366684,NJ1922355,
366689,AZ0411364,
366690,AZ0411364,Pinal
366761,CA3600306,San Bernardino
367024,CA3610023,San Bernardino
367217,IA3070473,Dickinson
367218,IA3070473,
367234,CA2000589,Madera
367235,CA2000609,Madera
367239,CA2000612,Madera
367245,CA2000619,Madera
367257,CA2000688,Madera
367259,MI2005857,Missaukee
367266,CA2000729,Madera
367267,CA2000800,Madera
367280,CA2000823,Madera
367285,ID4010098,Ada
367313,NE3120929,
367314,NE3120929,Hall
367358,CA2701726,Monterey
367362,CA2702616,Monterey
367377,CA2700534,Monterey
367518,CA5010018,Stanislaus
367519,CA5010018,
367545,OK2007130,Tillman
367614,CA2700552,Monterey
367638,CA2700612,Monterey
367795,CA5100172,Sutter
367799,MO1010405,
367800,MO1010405,Daviess
367801,CA5102009,Sutter
367900,CA2000531,Madera
367905,CA2000538,Madera
367908,CA2000544,Madera
367965,NE3121461,Sarpy
367966,NE3121461,
367981,WA5347128,Walla Walla
368110,CA4900850,Sonoma
368210,WY5600298,Laramie
368211,WY5600298,
368212,WY5600291,Converse
368219,WY5600291,
368310,AZ0410284,
368311,AZ0410284,Pima
368344,WY5600603,Lincoln
368345,WY5600603,
368348,WY5600611,Big Horn
368349,WY5600611,
368359,CT0570174,
368360,CT0570174,Fairfield
368491,NJ1511007,Ocean
368492,NJ1511007,
368582,PA2451203,Monroe
368585,PA2451209,Monroe
368698,NY1302772,Dutchess
368699,NY1302772,
368704,NY1302776,Dutchess
368705,NY1302776,
368731,PA7360138,Lancaster
368740,NJ1710007,
368743,NJ1710007,Salem
368746,CA5103335,Sutter
368778,IA5200324,
368779,IA5200324,Johnson
368786,083890017,
368801,CA1900041,Los Angeles
368815,LA1005211,Ascension Parish
368826,TX0910086,Grayson
368851,NJ1435310,Morris
368852,NJ1435310,
368918,NE3121476,Sarpy
368919,NE3121476,
368994,NJ1911003,Sussex
368997,NJ1911003,
368998,NJ1911004,Sussex
369004,CA5210003,Tehama
369015,CA3600123,San Bernardino
369131,CA2000828,Madera
369133,CA2000830,Madera
369138,CA2000834,Madera
369229,NJ1911004,
369234,NJ1912001,Sussex
369237,NJ1912001,
369240,NJ1915001,Sussex
369243,NJ1915001,
369249,NJ1918004,Sussex
369250,NJ1918004,
369255,NJ1920001,Sussex
369256,NJ1920001,
369257,NJ1921001,Sussex
369258,NJ1921001,
369267,NJ1922008,Sussex
369275,NJ1922008,
369398,CA5700508,Yolo
369401,CA5700730,Yolo
369430,CA3400364,Sacramento
369435,CA1300018,Imperial
369467,CA3600012,San Bernardino
369471,CA3600027,San Bernardino
369472,CA3600025,San Bernardino
369480,CA3600036,San Bernardino
369489,CA3600114,San Bernardino
369490,CA3600226,San Bernardino
369492,CA3600086,San Bernardino
369503,OK3006122,Pittsburg
369669,TX0250031,Brown
369701,NJ1904002,Sussex
369702,NJ1904002,
369705,NJ1904004,Sussex
369707,NJ1904004,
369712,NJ1904009,Sussex
369713,NJ1904009,
369736,NJ2102001,Warren
369737,NJ2102001,
369783,OK3004518,Marshall
369835,CA0910015,El Dorado
369874,CA5500116,Tuolumne
369965,NY3503531,Orange
369966,NY3503531,
369976,CA3600196,San Bernardino
370241,WY5600914,Sweetwater
370261,CA4000563,San Luis Obispo
370317,CT0180211,
370318,CT0180211,Fairfield
370361,CA2700665,Monterey
370366,CA2700686,Monterey
370371,CA2700702,Monterey
370434,WY5600020,Sweetwater
370435,WY5600020,
370458,WY5600749,Sweetwater
370459,WY5600749,
370523,CA4000750,San Luis Obispo
370526,CA3601015,San Bernardino
370540,CA1710001,Lake
370587,CA3610055,San Bernardino
370593,CA4000216,San Luis Obispo
370596,CA4000555,San Luis Obispo
370598,CA4000655,San Luis Obispo
370616,CA2700771,Monterey
370638,CA2700799,Monterey
370639,CA2700838,Monterey
370649,CA2701040,Monterey
370653,CA2701063,Monterey
370659,CA2701241,Monterey
370696,WY5680001,Sheridan
370697,WY5680001,
370736,AZ0415514,
370737,AZ0415514,La Paz
370773,CA1710003,Lake
370782,CA1710008,Lake
370793,CA1710014,Lake
370826,NY1330086,Dutchess
370827,NY1330086,
370889,CA4200848,Santa Barbara
371012,NJ0111004,Atlantic
371013,NJ0111004,
371014,NJ0111007,Atlantic
371015,NJ0111007,
371021,NJ0113001,Atlantic
371022,NJ0113001,
371023,NJ0115001,Atlantic
371024,NJ0115001,
371029,NJ0119001,Atlantic
371030,NJ0119001,
371051,CA5700757,Yolo
371054,CA5700518,Yolo
371060,CA2701176,Monterey
371063,CA2701221,Monterey
371064,CA2701254,Monterey
371111,PA7361102,Lancaster
371121,TX1810061,Orange
371214,OK4001461,Cleveland
371216,CA4000654,San Luis Obispo
371220,NM3511307,
371221,NM3511307,Dona Ana
371222,LA1073049,Ouachita Parish
371234,NJ1436001,
371235,NJ1436001,
371309,CA2701542,Monterey
371316,CA2701676,Monterey
371323,CA2701820,Monterey
371336,CA2708852,Monterey
371338,NE3121221,
371339,NE3121221,Morrill
371344,CA3500929,San Benito
371348,NE3121300,
371349,NE3121300,Keith
371399,ID3370034,Owyhee
371479,CA4000725,San Luis Obispo
371485,CA4000732,San Luis Obispo
371503,CA4000775,San Luis Obispo
371507,CA4000202,San Luis Obispo
371549,NJ0607304,
371550,NJ0607304,Cumberland
371588,CA2701503,Monterey
371604,CT1350084,Fairfield
371605,CT1350084,
371608,CA2701926,Monterey
371611,CA2702003,Monterey
371613,CA2702007,Monterey
371666,ID4010252,Ada
371710,CA1900038,Los Angeles
371729,CA1900100,Los Angeles
371787,CA3701408,San Diego
371797,CA3710009,San Diego
371821,CA4200514,Santa Barbara
371851,CA2702405,Monterey
371853,CA2700558,Monterey
371857,CA2700738,Monterey
371858,CA2700772,Monterey
371867,CA2701153,Monterey
371911,CA2210937,Mariposa
371922,CA2300541,Mendocino
371964,TX0400020,Cochran
371985,NJ0201001,Bergen
371986,NJ0201001,
371987,NJ0211001,Bergen
371988,NJ0211001,
371989,NJ0217001,Bergen
371990,NJ0217001,
371995,NJ0221001,Bergen
371996,NJ0221001,
372034,WY5680085,Teton
372035,WY5680085,
372050,TX2400028,Webb
372062,IA3554505,Franklin
372064,CA1900520,Los Angeles
372129,NE3120242,Scotts Bluff
372172,CA2400071,Merced
372339,PA7360156,Lancaster
372341,PA7360164,Lancaster
372414,IL3097238,Winnebago
372440,NE3121503,Saunders
372441,NE3121503,
372450,080890010,
372451,083890001,
372576,CA5700618,Yolo
372577,CA5700618,
372579,MO6069015,St. Louis
372603,KY0712042,Logan
372616,TX0670034,Eastland
372675,NJ1202320,
372676,NJ1202320,Middlesex
372903,TX1650134,Midland
372914,CA5301002,Trinity
372946,CA3600184,San Bernardino
372979,NY1302804,Dutchess
372980,NY1302804,
372983,NY1302807,Dutchess
372984,NY1302807,
372999,NY1303217,Dutchess
373000,NY1303217,
373013,CA3710039,San Diego
373057,NE3120242,
373058,NE3120243,Sarpy
373059,NE3120243,
373177,CO0215202,Delta
373317,ID4080103,Boise
373371,CT1669061,
373372,CT1669061,New Haven
373549,WA5391913,Yakima
373577,ME0090040,
373578,ME0090040,Somerset
373704,083890002,
373705,083890003,
373706,083890015,
373707,083890023,
373710,084690440,
373711,084690441,
373779,OH3000212,Guernsey
373789,OH1300011,Clermont
373804,TX0820014,Frio
373905,CO0202666,Alamosa
373919,CA2000949,Madera
374072,CA1000345,Fresno
374176,CA4300829,Santa Clara
374300,NE3120399,Dundy
374301,NE3120399,
374310,NE3100108,Clay
374311,NE3100108,
374318,NE3100304,Antelope
374319,NE3100304,
374337,OK2002682,Grady
374586,CA2010005,Madera
374591,CA2010009,Madera
374594,CA2010012,Madera
374630,NY3922610,Putnam
374631,NY3922610,
374647,CA5200655,Tehama
374663,CA5700802,Yolo
374666,CA5700817,Yolo
374675,CA5700537,Yolo
374680,CA5700623,Yolo
374991,OH1233312,Clark
375027,WY5680211,Teton
375028,WY5680211,
375043,CA4200856,Santa Barbara
375052,CA4200891,Santa Barbara
375059,OH1503112,Columbiana
375176,CA1900785,Los Angeles
375208,OH2351912,Fairfield
375223,NM3590026,
375224,NM3590026,Santa Fe
375248,NY5930069,Westchester
375249,NY5930069,
375299,PA7360176,Lancaster
375382,CA2702030,Monterey
375383,CA2702050,Monterey
375393,CA2702259,Monterey
375559,CA2701946,Monterey
375563,CA2702293,Monterey
375572,CA2702409,Monterey
375580,CA2702466,Monterey
375582,CA2702608,Monterey
375591,CA2702452,Monterey
375647,NJ2107312,Warren
375650,NE3101905,Buffalo
375651,NE3101905,
375652,NE3101906,Buffalo
375668,NE3101906,
375683,NE3101910,Buffalo
375684,NE3101910,
375728,CA5700555,Yolo
375742,CA5700761,Yolo
375745,NY4530040,
375761,NY4530040,Saratoga
375784,CA1300571,Imperial
375984,KY0011016,Adair
375986,KY0020956,Allen
375987,KY0030239,Anderson
375990,KY0030660,Anderson
376041,CA1310007,Imperial
376045,CA1310013,Imperial
376052,CA1310801,Imperial
376227,CA4200907,Santa Barbara
376269,WV3303904,Preston
376270,WV3303904,
376275,NJ0110307,Atlantic
376276,NJ0110307,
376460,CA2400245,Merced
376630,NE3102102,Burt
376633,NE3102102,
376671,CA3910012,San Joaquin
376672,CA3910012,
376673,CA3910014,San Joaquin
376828,NJ0242001,Bergen
376829,NJ0242001,
376836,NJ0322001,Burlington
376837,NJ0322001,
376843,NJ0325001,Burlington
376844,NJ0325001,
376892,NE3102304,Butler
376895,NE3102304,
376906,NE3102306,Butler
376907,NE3102306,
376913,NC0392453,
376914,NC0392453,Wake
376926,KY0060022,Bath
376927,KY0060338,Bath
376928,KY0060392,Bath
376932,KY0070729,Bell
376946,KY0090287,Bourbon
376947,KY0090343,Bourbon
376948,KY0100011,Boyd
376952,PA7360322,Lancaster
376998,NY1316696,Dutchess
377015,OR4195400,Union
377173,CA1300540,Imperial
377175,CA1300555,Imperial
377180,KY0100064,Boyd
377181,KY0100944,Boyd
377187,KY0110097,Boyle
377188,KY0110345,Boyle
377192,KY0130208,Breathitt
377194,KY0131012,Breathitt
377204,KY0170360,Caldwell
377205,KY0170528,Caldwell
377284,IA9630872,
377285,IA9630872,Winneshiek
377410,CA1300616,Imperial
377412,CA1300549,Imperial
377455,NE3100307,Antelope
377456,NE3100307,
377459,NE3100309,Antelope
377460,NE3100309,
377600,NE3102308,Butler
377614,NJ0603301,
377615,NJ0603301,Cumberland
377635,PA7360304,Lancaster
377636,PA7360309,Lancaster
377637,PA7360310,Lancaster
377640,PA7360315,Lancaster
377780,NJ2123003,Warren
377781,NJ2123003,
377783,NJ0105310,Atlantic
377784,NJ0105310,
377793,NJ0105323,Atlantic
377794,NJ0105323,
377834,NJ1710340,Salem
377835,NJ1710340,
377879,MT0000889,
377880,MT0000889,Flathead
378031,NJ0105333,Atlantic
378032,NJ0105333,
378033,NJ0105334,Atlantic
378034,NJ0105334,
378043,NJ0105398,Atlantic
378044,NJ0105398,
378061,NJ0105304,Atlantic
378062,NJ0105304,
378157,KY0210419,Carroll
378160,KY0220335,Carter
378161,KY0220555,Carter
378164,KY0230556,Casey
378165,KY0230987,Casey
378166,KY0240201,Christian
378170,KY0240521,Christian
378174,KY0250981,Clark
378175,KY0260266,Clay
378179,KY0270003,Clinton
378196,083890030,
378204,083090312,
378225,PA5260007,Fayette
378235,CA5700788,Yolo
378245,CA3710702,San Diego
378251,CA3710707,San Diego
378321,NC0377111,
378322,NC0377111,Richmond
378325,CO0201685,Adams
378327,084690472,
378393,NE3101102,Boone
378398,NE3101102,
378405,NE3101302,Box Butte
378406,NE3101302,
378415,KY0280267,Crittenden
378418,KY0290271,Cumberland
378419,KY0300109,Daviess
378424,KY0310114,Edmonson
378425,KY0310706,Edmonson
378428,KY0330123,Estill
378429,KY0330205,Estill
378438,KY0340250,Fayette
378456,SC3260002,
378457,SC3260002,Lexington
378468,KY0360026,Floyd
378531,CA4110012,San Mateo
378547,NE3102308,
378556,NE3102506,Cass
378557,NE3102506,
378644,CA2400248,Merced
378687,WY5601233,Goshen
378688,WY5601233,
378748,IA7940037,
378749,IA7940037,Poweshiek
378793,NC0149158,Iredell
378794,NC0149158,
378821,NE3102516,Cass
378825,NE3102516,
378826,NE3102517,Cass
378827,NE3102517,
378834,NE3102701,Cedar
378858,NY1316696,
378865,NY1316987,Dutchess
378866,NY1316987,
378921,CA4210700,Santa Barbara
379009,IL0755150,Iroquois
379030,OH7836712,Trumbull
379051,MO6031217,Lincoln
379066,IL3132431,Winnebago
379100,NJ1001301,
379101,NJ1001301,Hunterdon
379105,CA2400165,Merced
379106,CA2400166,Merced
379255,WY5600914,
379259,WY5600919,Lincoln
379262,WY5600919,
379318,CA2701959,Monterey
379319,CA2702009,Monterey
379354,CA2400170,Merced
379362,CA2400206,Merced
379369,CA3901213,San Joaquin
379398,KY0360272,Floyd
379399,KY0360358,Floyd
379418,OH6247311,Ottawa
379525,WY5601102,Laramie
379526,WY5601102,
379543,NE3150019,
379544,NE3150019,Antelope
379753,CA2702830,Monterey
379757,WV3302009,Kanawha
379758,WV3302009,
379801,TX1520120,Lubbock
379939,OH2600711,Fulton
380020,NY5430047,Tompkins
380023,NY2511826,Livingston
380072,NJ1016324,Hunterdon
380073,NJ1016324,
380080,NJ1202321,Middlesex
380081,NJ1202321,
380082,NJ1026318,Hunterdon
380098,TX0860168,Gillespie
380158,MT0002022,
380159,MT0002022,Teton
380332,SC3260064,Lexington
380448,IN2440889,LaGrange
380449,IN2440889,
380455,WA5329079,Grant
380473,KS2016136,Riley
380474,KS2016136,
380532,OR4100963,Marion
380541,IA6161031,
380568,KY0410047,Grant
380709,NE3104702,Dawson
380710,NE3104702,
380715,NE3104708,Dawson
380716,NE3104708,
380793,OH1700411,Crawford
380803,KY0410107,Grant
380804,KY0410472,Grant
380805,KY0410662,Grant
380814,KY0420423,Graves
380818,KY0420534,Graves
380823,KY0430616,Grayson
380824,KY0440167,Green
380826,KY0450132,Greenup
380827,KY0450169,Greenup
380829,KY0450376,Greenup
380832,KY0450410,Greenup
380834,KY0450479,Greenup
380839,KY0470175,Hardin
380844,KY0480092,Harlan
380846,KY0480178,Harlan
380850,KY0480265,Harlan
380851,KY0480277,Harlan
380976,CA3301140,Riverside
381006,NJ1026318,
381092,WA5383830,Spokane
381094,GA1530011,Houston
381123,IN2830823,
381124,IN2830823,Vermillion
381165,WA5346442,Grant
381296,CA4400634,Santa Cruz
381299,CA4400664,Santa Cruz
381394,NJ0326005,Burlington
381395,NJ0326005,
381428,OR4195190,Lane
381473,KY0480565,Harlan
381474,KY0480572,Harlan
381478,KY0483135,Harlan
381479,KY0490096,Harrison
381480,KY0490179,Harrison
381481,KY0500166,Hart
381486,KY0510189,Henderson
381487,KY0510510,Henderson
381524,PA6250095,Erie
381543,NC4064024,
381580,084690510,
381757,NJ0248001,Bergen
381758,NJ0248001,
381759,NJ0251001,Bergen
381760,NJ0251001,
381761,WV9915030,Hancock
381762,NE3120084,
381763,NE3120084,Dawes
381764,WV9915030,
381767,PR0002932,
381768,PR0002932,Manati Municipio
381771,NJ0264001,Bergen
381772,NJ0264001,
381776,IL3140830,Peoria
381780,CO0138518,Logan
381823,LA1073104,Ouachita Parish
381868,NJ1904008,
381870,KY0830148,Menifee
381871,KY0831010,Menifee
381872,NJ1904008,Sussex
381874,KY0840048,Mercer
382037,KY0750055,McLean
382039,KY0750252,McLean
382041,KY0750907,McLean
382042,KY0760030,Madison
382047,KY0762637,Madison
382048,KY0770525,Magoffin
382049,KY0770566,Magoffin
382051,KY0780268,Marion
382059,KY0800273,Martin
382060,KY0810046,Mason
382079,CA5410007,Tulare
382118,KY0840180,Mercer
382119,KY0840321,Mercer
382120,KY0840587,Mercer
382123,KY0850115,Metcalfe
382128,KY0860141,Monroe
382130,KY0860150,Monroe
382131,KY0860426,Monroe
382132,KY0870147,Montgomery
382159,KY0870246,Montgomery
382160,KY0870290,Montgomery
382224,KY0110664,Boyle
382321,CA5700514,Yolo
382349,KY0540108,Hopkins
382350,KY0540138,Hopkins
382355,KY0540656,Hopkins
382356,KY0540936,Hopkins
382357,KY0540958,Hopkins
382358,KY0540977,Hopkins
382359,KY0550209,Jackson
382360,KY0550784,Jackson
382362,KY0570010,Jessamine
382363,KY0570214,Jessamine
382370,KY0570249,Jessamine
382372,KY0580340,Johnson
382374,KY0600062,Knott
382376,KY0600198,Knott
382378,KY0610016,Knox
382379,KY0610110,Knox
382380,KY0620200,Larue
382381,KY0620237,Larue
382385,KY0630477,Laurel
382388,KY0650024,Lee
382390,KY0670213,Letcher
382392,KY0670462,Letcher
382393,KY0670466,Letcher
382396,KY0690089,Lincoln
382474,NC4064024,Nash
382522,CA4000506,San Luis Obispo
382525,CA4000554,San Luis Obispo
382530,CA4000631,San Luis Obispo
382531,CA4000637,San Luis Obispo
382532,CA4000648,San Luis Obispo
382533,CA4000653,San Luis Obispo
382685,PA7360324,Lancaster
382704,KY0690203,Lincoln
382705,KY0690278,Lincoln
382706,KY0690417,Lincoln
382712,KY0700401,Livingston
382713,KY0700532,Livingston
382715,KY0710012,Logan
382718,KY0710247,Logan
382721,KY0710707,Logan
382722,KY0710951,Logan
382726,KY0720227,Lyon
382727,KY0720552,Lyon
382728,KY0720933,Lyon
382732,KY0730533,McCracken
382733,KY0732457,McCracken
382937,WY5601146,Laramie
382941,WA53AD123,Lewis
382980,IL3131284,Lee
383013,IA6161031,Madison
383028,OR4194560,Lane
383095,NE3102701,
383108,NE3102705,Cedar
383109,NE3102705,
383112,NE3102707,Cedar
383113,NE3102707,
383114,NE3102708,Cedar
383115,NE3102708,
383118,NE3102901,Chase
383119,NE3102901,
383209,NC0241243,
383212,OK2006062,
383213,OK2006062,Payne
383221,NC0241243,Guilford
383244,083890025,
383341,NJ1602307,Passaic
383342,NJ1602307,
383371,NE3103304,Cheyenne
383372,NE3103304,
383407,IN2460072,
383408,IN2460072,LaPorte
383559,NV0000914,Nye
383583,NJ0610314,Cumberland
383585,NJ0313001,Burlington
383586,NJ0313001,
383601,NJ0103001,Atlantic
383602,NJ0103001,
383612,NJ0108002,Atlantic
383613,NJ0108002,
383619,CT0720224,
383620,CT0720224,New London
383622,NJ0108006,Atlantic
383623,NJ0108006,
383628,NJ0108013,Atlantic
383629,NJ0108013,
383681,NJ1026310,Hunterdon
383682,NJ1026310,
383691,NJ0805444,Gloucester
383694,NJ0805444,
383811,NJ0610314,
383894,NY1330606,Dutchess
383895,NY1330606,
384034,PA7360347,Lancaster
384040,NC0235102,Franklin
384230,CA5610017,Ventura
384277,NC0235102,
384333,NE3103504,Clay
384334,NE3103504,
384335,NE3103505,Clay
384336,NE3103505,
384343,NE3103508,Clay
384344,NE3103508,
384345,NE3103701,Colfax
384346,NE3103701,
384351,NE3103704,Colfax
384354,NE3103704,
384429,CA0900102,El Dorado
384559,NJ0701001,Essex
384560,NJ0701001,
384561,NJ0702001,Essex
384562,NJ0702001,
384567,NJ0705001,Essex
384594,NE3103901,Cuming
384595,NE3103901,
384596,NE3103902,Cuming
384597,NE3103902,
384598,NE3103903,Cuming
384599,NE3103903,
384600,NE3103904,Cuming
384601,NE3103904,
384606,NE3104103,Custer
384607,NE3104103,
384610,NE3104105,Custer
384611,NE3104105,
384663,083890026,
384675,083090011,
384714,KY0990418,Powell
384716,KY1000050,Pulaski
384717,063501123,
384718,KY1000124,Pulaski
384721,KY1000363,Pulaski
384723,KY1000973,Pulaski
384724,KY1010297,Robertson
384729,KY1020891,Rockcastle
384731,KY1030375,Rowan
384732,KY1030480,Rowan
384733,KY1040210,Russell
384734,KY1040377,Russell
384739,CA1300556,Imperial
384912,NY3922022,Putnam
384913,NY3922022,
384943,NY1900029,Greene
384944,NY1900029,
384945,NY1900030,Greene
384947,NE3105701,
384948,NE3105702,Dundy
384949,NE3105702,
384952,NE3105904,Fillmore
384959,NE3105904,
384982,CA1300620,Imperial
384997,CA1300652,Imperial
384998,CA1300654,Imperial
385007,CA3303092,Riverside
385010,CA3303112,Riverside
385070,PA7670966,York
