PWSID,FACILITY_ID,FACILITY_NAME,FACILITY_ACTIVITY_CODE,FACILITY_TYPE_CODE,WATER_TYPE_CODE
MI0000450,6336,WELL 46,A,WL,GW
MI0000450,1924,WELL 52,A,WL,GW
ME0090850,8460,DISTRIBUTION SYSTEM,A,DS,
ME0091690,1842,TREATMENT PLANT 6- EAST RESERVOIR,A,TP,
ME0106287,3206,DR WELL 285',A,WL,GW
ME0106287,6941,HISTORICAL DATA,A,SS,
ME0006203,10380,TREATMENT PLANT 1,A,TP,
ME0007963,5601,HISTORICAL DATA,A,SS,
ME0007963,4013,545' BEDROCK WELL,I,WL,GW
ME0090850,153,UPTOWN STANDPIPE-1925,A,ST,
ME0090850,1720,TREATMENT PLANT 1-EMERY CORNER RD,A,TP,
ME0090880,8464,DISTRIBUTION SYSTEM,A,DS,
ME0090880,4797,MOOSE HILL POND-PRIMARY,A,IN,SW
ME0090880,195,WOODCHUCK HILL 1957,A,ST,
ME0090890,558,AQUASTORE STANDPIPE 2000,A,ST,
ME0090890,8465,DISTRIBUTION SYSTEM,A,DS,
ME0090890,6152,HISTORICAL DATA,A,SS,
ME0090890,1727,TREATMENT PLANT 1,A,TP,
MI0006590,4231,DISTRIBUTION SYSTEM,A,DS,
MI0006590,6271,"WELLS 2, 3, & 4 TREATMENT",I,TP,
MI2016819,4058,SOURCE WL001,A,WL,GW
ME0095250,9037,DISTRIBUTION SYSTEM,A,DS,
ME0095250,1997,TREATMENT PLANT 1,A,TP,
ME0095250,1323,2 STORAGE TANKS (GRAY),I,ST,
ME0095280,1998,TREATMENT PLANT 1,A,TP,
ME0095280,3170,185' DR @ 4GPM,A,WL,GW
MI2003376,918,WELL 1,A,WL,GW
MI0004754,2358,WELL 1,A,WL,GW
MI0005370,3334,WELL 11,A,WL,GU
MI0005370,3335,WELL 12,A,WL,GU
MI0005370,3336,WELL 13,A,WL,GU
MI0005370,3338,WELL 15,A,WL,GU
MI0005370,3339,WELL 16,A,WL,GU
MI0005370,2486,WELL 6,A,WL,GU
MI0005370,2487,WELL 7,A,WL,GU
MI0005370,3331,WELL 8,A,WL,GU
ME0090690,8434,DISTRIBUTION SYSTEM,A,DS,
ME0090690,1693,TREATMENT PLANT 1,A,TP,
ME0090690,1039,CONTACT STORAGE TANK,A,ST,
MI0001180,6234,WELL A,I,TP,
MI0004600,4468,DISTRIBUTION SYSTEM,A,DS,
ME0300949,2054,TREAT FACILITY NO. 1,A,TP,
MI0005370,3333,WELL 10,A,WL,GU
MI0040453,723,WELL 2,A,WL,GW
ME0090830,10,WEBBER RESERVOIR,I,ST,
ME0091830,939,CLEARWELL,A,ST,
ME0091830,8595,DISTRIBUTION SYSTEM,A,DS,
ME0094762,10641,425' BR WELL 1 2-17-1999 @ 10 GPM,A,WL,GW
MI0005370,5004,DISTRIBUTION SYSTEM,A,DS,
MI0005370,2481,WELL 1,A,WL,GU
NC2080006,8104,TREATMENT_PLT_WELL #1,A,TP,
NC2080012,38035,WELL #1,I,WL,GW
MI0004340,2281,WELL 29,A,WL,GW
MI0004340,2282,WELL 30,A,WL,GW
MI0000517,4820,DISTRIBUTION SYSTEM,A,DS,
MI0000518,5256,CONNECTION TO BAY CITY,I,CC,SW
MI0000518,4827,DISTRIBUTION SYSTEM,A,DS,
ME0093820,6473,HISTORICAL DATA,A,SS,
ME0093820,294,PRESSURE TANK,A,ST,
MI0002125,10647,0.5 MG,A,ST,
ME0090990,51,HILLCREST TANK,A,ST,
ME0091000,45,"CONCRETE RESERVOIR, AT PLANT",A,ST,
ME0091000,8481,DISTRIBUTION SYSTEM,A,DS,
ME0090830,8458,DISTRIBUTION SYSTEM,A,DS,
ME0090830,6146,HISTORICAL DATA,A,SS,
ME0090830,11,MONTELLO RESERVOIR (SHUT OFF),I,ST,
MI0004025,8133,DISTRIBUTION,I,DS,
MI0004025,3312,WELL 3,I,WL,GW
ME0309196,7021,HISTORICAL DATA,A,SS,
ME0309196,892,3 PRESSURE TANKS,A,ST,
ME0007378,1515,TREAT FACILITY NO. 1,I,TP,
ME0007379,1518,TREAT FACILITY NO. 2,I,TP,
MI2055541,8337,WELL 1,A,WL,GW
ME0090915,8470,DISTRIBUTION SYSTEM,A,DS,
ME0090915,93,ELEVATED STORAGE 2,A,ST,
ME0090915,1734,TREATMENT PLANT 1,A,TP,
ME0001006,2981,BACKUP WELL,A,WL,GW
ME0001009,7276,DISTRIBUTION SYSTEM,A,DS,
ME0001009,3698,DRILLED WELL 200' 17GPM,I,WL,GW
ME0001009,2982,286' DR WELL #1 @ 55 GPM,A,WL,GW
ME0001009,3699,DRILLED WELL 406' 1GPM,I,WL,GW
ME0001009,11868,400' DR WELL #2 @ 12 GPM,A,WL,GW
ME0094501,8907,DISTRIBUTION SYSTEM,A,DS,
ME0094501,3948,225' DR WELL,A,WL,GW
ME0094501,1962,TREATMENT PLANT 1,A,TP,
MI0004455,5167,CON CONNECTION TO TOLEDO-LEWIS AVE,A,CC,SW
MI0004455,4749,DISTRIBUTION SYSTEM,A,DS,
MI0007062,8518,COMMON HEADER WELLS 1 & 3,A,CH,
MI0007062,2872,WELL NO. 1 NORTHWEST,A,WL,GW
MI0007062,2873,WELL 2 SOUTHEAST,I,WL,GW
MI0000240,1816,WELL 4,I,WL,GW
MI0000240,1842,WELL 6,A,WL,GW
NC2013022,40714,"CONCORD, CITY OF",A,CC,SW
ME0094718,9619,DISTRIBUTION SYSTEM,A,DS,
ME0094718,4726,200' BEDROCK WELL UNKNOWN DATE/YIELD,A,WL,GW
MI2022625,5203,WELL 1,A,WL,GW
MI2022625,5204,WELL 2,I,WL,GW
MI0004455,6854,LUNA PIER TOWER,A,ST,
MI0004455,6855,STEIN ROAD TOWER,A,ST,
MI0004510,4709,DISTRIBUTION SYSTEM,A,DS,
ME0095655,3730,400' BEDROCK WELL 1992 @ 15 GPM,I,WL,GW
ME0095655,9408,TREATMENT PLANT 1,I,TP,
ME0095659,3803,500' DR WELL-WELL 1,A,WL,GW
ME0095659,9070,EP (2 WELLS  500' & 306'),I,SS,
ME0095663,9072,DISTRIBUTION SYSTEM,A,DS,
ME0095663,1019,3 PRESSURE TANKS,A,ST,
MI0004510,6530,MOUNT CLEMENS WTP,A,TP,
MI0040599,3613,DISTRIBUTION SYSTEM,A,DS,
ME0091470,3412,"BLACKMORE DR WELL #3 - 250', 10GPM",I,WL,GW
ME0091470,83,POWDERHOUSE HILL RESERVOIR - 1980,A,ST,
ME0091470,6215,HISTORICAL DATA,A,SS,
ME0094693,9000,DISTRIBUTION SYSTEM,A,DS,
ME0094693,4528,175' BR WELL 6-16-98 @ 5 GPM,A,WL,GW
ME0094693,988,PRESSURE TANK,A,ST,
MI0006325,3373,WELL 1 (SOUTH),A,WL,GW
MI2046272,7816,WELL 1,A,WL,GW
ME0091470,3416,235' WILLOW DR. DR WELL #2 @ 225 GPM,A,WL,GW
ME0091470,8549,AGAMENTICUS MANIFOLD,A,SS,
MI2031075,6387,WELL 1,A,WL,GW
ME0091416,3141,350' DR WELL,A,WL,GW
ME0091416,6210,HISTORICAL DATA,A,SS,
ME0091416,1802,TREATMENT PLANT 1,A,TP,
NC2049001,8097,TREATMENT_PLT_WELLS #1-2,A,TP,
MI2007512,20854,001,A,WL,GW
ME0017998,2972,202' DRILLED WELL 5-8-1986 @ 35 GPM,A,WL,GW
ME0015106,986,4 PRESSURE TANKS,A,ST,
MI0001260,5346,LIMITED TREATMENT WELL 3,I,TP,
MI0001260,5347,LIMITED TREATMENT WELL 4,A,TP,
MI0001260,7675,WEST PINE TOWER,A,ST,
ME0015106,1562,TREATMENT PLANT 1,A,TP,
ME0091490,6217,HISTORICAL DATA,A,SS,
ME0091510,4441,370' BR WELL 8 2002 @ 8GPM,I,WL,GW
ME0091510,8553,DISTRIBUTION SYSTEM,A,DS,
ME0091510,1813,SURFACE WATER TREATMENT,I,TP,
ME0091510,4270,420' BR WELL 4 2002 @ 8GPM,A,WL,GW
ME0091510,4092,312' BR WELL 2 2002 @ 10.5GPM,A,WL,GW
ME0091510,4271,345' BR WELL 5  @ 20GPM,I,WL,GW
ME0091510,4572,300' BR WELL 9 2-1-1999 @ 8GPM,A,WL,GW
MI0000600,4708,DISTRIBUTION SYSTEM,A,DS,
MI0004455,9510,CONSECUTIVE CONNECTION TO TOLEDO-DIXIE H,A,CC,SW
ME0003060,7425,DISTRIBUTION SYSTEM,A,DS,
ME0090480,8402,DISTRIBUTION SYSTEM,A,DS,
MI0002640,7823,N BLUFF DRIVE GROUND STORAGE,A,ST,
MI0002640,7821,WTP CLEARWELL,A,ST,
ME0092287,664,(2) PRESSURE TANKS,A,ST,
ME0092287,663,CONTACT TANK,A,ST,
ME0092287,1871,TREATMENT PLANT 1,A,TP,
ME0090480,710,CONVENT RD TANK,I,ST,
MI2053603,8230,WELL 1,A,WL,GW
ME0091510,4439,415' BR WELL 6 2002 @ 7GPM,A,WL,GW
ME0091510,4440,378' BR WELL 7 2002 @ 10GPM,A,WL,GW
ME0091550,8561,DISTRIBUTION SYSTEM,A,DS,
ME0091550,4820,ROUND POND,A,IN,SW
ME0091550,1821,TREATMENT PLANT 1,A,TP,
MI0007062,10062,WELL NO. 3 SOUTHEAST,A,WL,GW
MI0062841,10040,WELL 1A,A,WL,GW
MI0062841,10041,WELL 2A,A,WL,GW
MI2014153,3480,WELL 1,I,WL,GW
MI0005675,4759,DISTRIBUTION SYSTEM,A,DS,
ME0090410,8391,DISTRIBUTION SYSTEM,A,DS,
GA0090000,23641,MILLEDGEVILLE PURCHASED #2,A,CC,SW
MI2002139,576,WELL 1,A,WL,GW
ME0090520,8408,DISTRIBUTION SYSTEM,A,DS,
NC3041023,11125,TREATMENT_PLT_WELL #2,I,TP,
ME0017998,8214,DISTRIBUTION SYSTEM,A,DS,
MI0005330,4824,DISTRIBUTION SYSTEM,A,DS,
MI0040197,311,WELL 2 - BEHIND 264,I,WL,GW
ME0004228,10938,TREATMENT PLANT 1,A,TP,
ME0004228,10953,TREATMENT PLANT 2,A,TP,
MI0066355,3949,DISTRIBUTION SYSTEM,A,DS,
MI0066355,7110,WELL-X-TROL TANKS,A,ST,
MI0040592,3595,DISTRIBUTION SYSTEM,A,DS,
MI0002273,9667,TREATMENT PLANT,A,TP,
ME0091220,200,ALLEN HILL ROAD RESERVOIR-1963,A,ST,
ME0091220,1779,TREATMENT PLANT 1-WELL 1,A,TP,
MI2076447,9207,WELL 1,A,WL,GW
MI0002640,4679,DISTRIBUTION SYSTEM,A,DS,
ME0091490,8551,DISTRIBUTION SYSTEM,A,DS,
MI2018208,4359,WELL 1,I,WL,GW
MI2004812,1298,WELL 1 (4-INCH),A,WL,GW
ME0090730,8442,DISTRIBUTION SYSTEM,A,DS,
ME0090740,8443,DISTRIBUTION SYSTEM,A,DS,
ME0090740,118,JAY HILL STANDPIPE-NEW 1991,A,ST,
ME0090740,9371,PURCHASE FROM LIVERMORE FALLS WATER,A,CC,SW
ME0091390,8539,DISTRIBUTION SYSTEM,A,DS,
ME0091390,6207,HISTORICAL DATA,A,SS,
ME0091390,296,STANDPIPE,A,ST,
ME0091390,1794,TREATMENT PLANT 1,I,TP,
ME0092307,8658,DISTRIBUTION SYSTEM,A,DS,
ME0092307,4105,344' DR WELL 2,A,WL,GW
ME0092307,4106,325' DR WELL 3,A,WL,GW
ME0091690,8583,DISTRIBUTION SYSTEM,A,DS,
ME0091130,8502,DISTRIBUTION SYSTEM,A,DS,
ME0091130,175,STANDPIPE - 1994,A,ST,
MI0060640,3926,DISTRIBUTION SYSTEM,A,DS,
MI0060640,6692,ELEVATED TOWER,A,ST,
MI0040076,3666,DISTRIBUTION SYSTEM,A,DS,
MI0040076,130,WELL 2,A,WL,GW
ME0006647,2542,18' DUG WELL 1950 @ 100 GPM,A,WL,GW
MI2218363,28066,WELL 1,I,WL,GW
MI2001012,26000,001,A,WL,GW
ME0092308,8660,DISTRIBUTION SYSTEM,A,DS,
ME0092308,6300,HISTORICAL DATA,A,SS,
MI0002400,5633,"LIMITED TREATMENT - WELLS 12, 13",A,TP,
MI0002400,5630,"LIMITED TREATMENT - WELLS 9, 10, 11",A,TP,
NC0496065,40667,DEEP RUN WATER CORP,A,CC,GW
MI0000030,5536,ARSENIC REMOVAL PLANT,A,TP,
MI0040408,3896,DISTRIBUTION SYSTEM,A,DS,
ME0004640,7564,DISTRIBUTION SYSTEM,A,DS,
ME0004640,2431,65' DR WELL 1993,A,WL,GW
ME0004640,11686,TREATMENT PLANT 1,A,TP,
ME0094782,11462,2 OXIDATION TANKS,I,ST,
ME0011183,342,500 GALLON STORAGE TANK,A,ST,
ME0011183,11029,PRESSURE TANK,A,ST,
MI0000470,4669,DISTRIBUTION SYSTEM,A,DS,
ME0091280,8520,DISTRIBUTION SYSTEM,A,DS,
ME0091280,8522,EP (2 NEW BURNHAM  12 8),A,SS,
ME0091280,6194,HISTORICAL DATA,A,SS,
ME0091280,4490,38' SURFICIAL WELL @ 220 GPM,A,WL,GW
ME0095630,1132,STORAGE TANKS,I,ST,
ME0095630,3584,WELL 540' DRILLED,I,WL,GW
MI2118125,9708,WELL 1,A,WL,GW
ME0090550,8414,DISTRIBUTION SYSTEM,A,DS,
ME0090550,4785,PATTEE BROOK,A,IN,SW
ME0090550,1674,TREATMENT PLANT 1-INTAKE,A,TP,
MI0040418,669,WELL 1,A,WL,GW
MI0040418,670,WELL 2,A,WL,GW
ME0092362,10637,DISTRIBUTION SYSTEM,A,DS,
ME0092364,10955,DISTRIBUTION SYSTEM,A,DS,
MI0040061,5665,TREATMENT PLANT TAP (WELL 1 & WELL 2),A,TP,
MI0040061,99,WELL 2,A,WL,GW
MI0040061,100,WELL 3,A,WL,GW
MI0040061,101,WELL 4,A,WL,GW
ME0090600,8420,DISTRIBUTION SYSTEM,A,DS,
ME0090600,6119,HISTORICAL DATA,A,SS,
ME0090600,10458,94'-GP FWC WELL #3 3-26-02 @ 450 GPM,A,WL,GW
MI2079925,9285,WELL 1,A,WL,GW
ME0294539,2050,TREATMENT PLANT 1,A,TP,
ME0294539,4129,WELL #3,A,WL,GW
ME0091310,8527,DISTRIBUTION SYSTEM,A,DS,
ME0091310,253,CONCRETE RESERVOIR,A,ST,
ME0090930,8472,DISTRIBUTION SYSTEM,A,DS,
ME0090930,4802,HANCOCK POND,A,IN,SW
ME0090930,282,STORAGE,I,ST,
ME0090930,1736,WILLIAM HARTWELL FILTER PLANT,A,TP,
ME0090940,8473,DISTRIBUTION SYSTEM,A,DS,
ME0090940,260,STANDPIPE,I,ST,
MI2055447,8334,WELL 1,A,WL,GW
ME0194605,4421,400' DRILLED WELL,A,WL,GW
ME0194605,6981,HISTORICAL DATA,A,SS,
ME0090940,1737,TREATMENT PLANT 1,I,TP,
ME0090990,8480,DISTRIBUTION SYSTEM,A,DS,
MI2064825,8847,WELL 1,A,WL,GW
MI0040084,145,WELL 3,I,WL,GW
MI0004250,4684,DISTRIBUTION SYSTEM,A,DS,
ME0021653,10269,TREATMENT PLANT 1,A,TP,
ME0090290,101,SOUTH STREET RESERVOIR,A,ST,
ME0090290,8376,DISTRIBUTION SYSTEM,A,DS,
ME0090290,11151,47' GRAVEL WELL 3 12-21-2001 @ 180 GPM,A,WL,GW
ME0092120,907,PRESSURE TANK,A,ST,
ME0092120,1863,TREATMENT PLANT 1,A,TP,
ME0090510,8407,DISTRIBUTION SYSTEM,A,DS,
ME0090510,1294,EASTPORT STANDPIPE,A,ST,
ME0090510,1295,PLEASANT POINT STANDPIPE,A,ST,
ME0091100,8498,DISTRIBUTION SYSTEM,A,DS,
ME0091100,6177,HISTORICAL DATA,A,SS,
ME0091100,1760,TREATMENT PLANT 1- FILTER PLANT,A,TP,
MI0040162,253,WELL 1 NORTH,A,WL,GW
MI2041525,7486,WELL 1,A,WL,GW
ME0003060,4088,DR WELL 800',A,WL,GW
ME0003060,1472,TREATMENT PLANT 1,A,TP,
ME0003060,9416,DR WELL 620',A,WL,GW
MI2044425,7682,WELL 1,A,WL,GW
MI0001770,6905,CAREY STREET,I,ST,
MI0001770,5601,TREATMENT PLANT,A,TP,
MI2032539,6557,WELL 1,I,WL,GW
ME0091210,8511,DISTRIBUTION SYSTEM,A,DS,
ME0091210,8512,EP (3 GP WELLS),I,SS,
ME0091210,60,FOREST AVENUE TANK,A,ST,
ME0091210,1775,TREATMENT PLANT 1,A,TP,
ME0091210,3508,GP WELL 1 - 400 GPM,A,WL,GW
ME0091210,3509,GP WELL 2 - 300 GPM,A,WL,GW
ME0095570,9053,DISTRIBUTION SYSTEM,A,DS,
ME0095570,3377,365' DR WELL 1,A,WL,GW
ME0095570,6808,HISTORICAL DATA,A,SS,
ME0095570,2005,TREATMENT PLANT 1,A,TP,
NC2049006,6976,TREATMENT_PLT_WELL #1,A,TP,
NC2049006,7761,TREATMENT_PLT_WELL #2,A,TP,
MI0040682,8055,DISTRIBUTION SYSTEM,A,DS,
MI0040682,8053,WELL 2,A,WL,GW
MI0002125,4975,DISTRIBUTION SYSTEM,A,DS,
ME0093804,2875,700' DR WELL-LOCAL WELL 2,A,WL,GW
ME0093804,3532,170' DR WELL-LOCAL WELL 1,A,WL,GW
ME0093804,6461,HISTORICAL DATA,A,SS,
ME0093804,1907,TREATMENT PLANT 1,A,TP,
ME0093881,2895,220' DR WELL 1,A,WL,GW
ME0090040,8343,DISTRIBUTION SYSTEM,A,DS,
ME0090040,6058,HISTORICAL DATA,A,SS,
ME0090040,283,STORAGE TANK,A,ST,
MI0004250,7843,26TH AVE. GROUND STORAGE,A,ST,
MI0004340,5706,WATER PLANT,I,TP,
NC0496065,37235,CAMP JUBILEE RD-SHALLOW,A,WL,GW
ME0091310,11190,57' GP WELL 2 7-23-2003  @ 1000 GPM,A,WL,GU
ME0090615,1684,TREATMENT PLANT 1,A,TP,
ME0006647,7728,DISTRIBUTION SYSTEM,A,DS,
ME0090310,8378,DISTRIBUTION SYSTEM,A,DS,
MI0004670,9822,MEMBRANE FILTRATION PLANT,A,TP,
MI0040084,5676,TREATMENT PLANT TAP,A,TP,
MI0040084,144,WELL 2,A,WL,GW
ME0091470,3143,250' BLACKMORE DR WELL #1 @ 41GPM,A,WL,GW
MI0003170,4065,DISTRIBUTION SYSTEM,A,DS,
MI0003170,5787,IRON REMOVAL PLANT,A,TP,
MI0003170,1518,WELL 2,A,WL,GW
MI2024454,5533,WELL 1,I,WL,GW
MI2023183,5309,WELL 1,I,WL,GW
MI2103279,9632,WELL 1,A,WL,GW
MI2033978,6719,WELL 1,A,WL,GW
MI2026264,5798,WELL 1,A,WL,GW
MI2260463,10353,WELL 1,A,WL,GW
MI2260463,10354,WELL 2,A,WL,GW
MI0001020,5799,TREATMENT PLANT,A,TP,
NV0000044,10260,TP04 W02 CHLORINATOR,A,TP,
NV0000044,10259,TP03 W01 CHLORINATOR,A,TP,
MI2044044,7646,SOURCE WL001,A,WL,GW
MI2043281,7587,WELL 1,I,WL,GW
MI2002064,556,WELL 2,A,WL,GW
MI2046281,7817,WELL 1,A,WL,GW
MI2037761,7114,WELL 1,I,WL,GW
MI2010333,21163,001,A,WL,GW
MI2008878,2282,WELL 1,A,WL,GW
MI2014337,26996,SOURCE WL001,I,WL,GW
ME0090270,8374,DISTRIBUTION SYSTEM,A,DS,
ME0090270,4773,NORTH POND,A,IN,SW
ME0090270,236,LORRING HILL STANDPIPE - 1960,A,ST,
MI0004340,2278,WELL 26 - JOLLY RD,I,WL,GW
MI2153925,9942,WELL 1,A,WL,GW
MI2016647,4023,WELL 1,A,WL,GW
MI0062841,3936,DISTRIBUTION SYSTEM,A,DS,
MI0062841,6038,WELL 2,I,WL,GW
MI2140663,9828,WELL 1,A,WL,GW
MI0002273,1330,WELL 1,A,WL,GW
MI2005757,1554,WELL 1,A,WL,GW
MI2068525,9043,WELL 1,A,WL,GW
MI2009157,21043,001,A,WL,GW
MI2018775,4455,WELL 1,A,WL,GW
MI0002310,3516,CONCRETE SHORE INTAKE,I,IN,SW
MI0002310,5272,CONNECTION TO DWSD,I,CC,SW
MI0002310,4731,DISTRIBUTION SYSTEM,A,DS,
MI0002310,6216,CEDAR ST RESERVOIR DISINFECTION,A,TP,
MI0002310,6217,RESERVOIR BOOSTER STATION WESTSIDE,I,TP,
MI2018914,4487,WELL 1,A,WL,GW
MI2047203,7869,WELL 1,I,WL,GW
MI2147125,9880,SOURCE WL001,A,WL,GW
MI2027364,5944,WELL 1,I,WL,GW
MI2136163,9798,WELL 1,A,WL,GW
MI2136163,9799,WELL 2,A,WL,GW
MI2142025,9844,WELL 1,A,WL,GW
MI0004670,5372,CONVENTIONAL FILTRATION PLANT,I,TP,
MI0003238,8519,A1-WELL NO.1 OR NO.2,I,CH,
MI0003238,7461,BUILDING BLADDER TANKS,A,ST,
MI2011975,2977,WELL 1,I,WL,GW
MI0005540,4809,DISTRIBUTION SYSTEM,A,DS,
MI2015335,34735,001,A,WL,GW
MI2015435,34740,001,A,WL,GW
MI0000980,5203,CONNECTION TO SAGINAW,A,CC,SW
MI0000980,4837,DISTRIBUTION SYSTEM,A,DS,
MI2133925,25278,WELL 1,A,WL,GW
MI0002400,6804,VAN RIPER,A,ST,
MI2266363,10383,WELL 1,A,WL,GW
MI2005415,1455,WELL 1,A,WL,GW
MI2016162,3936,WELL 1,I,WL,GW
MI2089225,9456,WELL 1,A,WL,GW
MI2056563,8401,WELL 1,A,WL,GW
MI2020730,4828,WELL 1,A,WL,GW
MI2020875,4855,WELL 1,A,WL,GW
MI2020875,4856,WELL 3,I,WL,GW
MI2021475,4964,WELL 1,A,WL,GW
MI2147525,9882,WELL 1,A,WL,GW
MI2244363,10280,WELL 1,A,WL,GW
MI2013076,3264,WELL 1,A,WL,GW
MI0006235,4936,DISTRIBUTION SYSTEM,A,DS,
MI0006240,4976,DISTRIBUTION SYSTEM,A,DS,
MI2011357,2828,WELL 1,A,WL,GW
MI2145825,25339,WELL 1,A,WL,GW
MI2146025,1,WELL # 1,I,WL,GW
MI0040156,3846,DISTRIBUTION SYSTEM,A,DS,
MI2081363,9313,WELL 1,I,WL,GW
MO2010329,85503,DISTRIBUTION SYSTEM,A,DS,
MO2010344,85505,DISTRIBUTION SYSTEM,A,DS,
MO2010362,85506,DISTRIBUTION SYSTEM,A,DS,
MO1010698,85272,DISTRIBUTION SYSTEM,A,DS,
MO2010390,85508,DISTRIBUTION SYSTEM,A,DS,
MO2010420,85511,DISTRIBUTION SYSTEM,A,DS,
MO2010429,85512,DISTRIBUTION SYSTEM,A,DS,
MO4010087,95258,WELL # 1 AND WELL # 2 -MANSION HILL DR,A,TP,
MO4010087,80153,WELL # 2,A,WL,GW
MO4010087,95259,WELL # 2 -MANSION HILL DR,I,TP,
MO1024035,85309,DISTRIBUTION SYSTEM,A,DS,
MO1010342,85217,DISTRIBUTION SYSTEM,A,DS,
MO1024078,85312,DISTRIBUTION SYSTEM,A,DS,
MO1024079,85313,DISTRIBUTION SYSTEM,A,DS,
MO1010277,85206,DISTRIBUTION SYSTEM,A,DS,
MO1024326,85354,DISTRIBUTION SYSTEM,A,DS,
MO1024477,85356,DISTRIBUTION SYSTEM,A,DS,
MO2010440,85516,DISTRIBUTION SYSTEM,A,DS,
MI2102525,9626,WELL 1,A,WL,GW
MI2271263,10411,WELL 1,A,WL,GW
MI2009268,2374,WELL 1,A,WL,GW
MI2106363,9668,WELL 1,A,WL,GW
MI2106463,25160,001,A,WL,GW
MI2021054,4881,WELL 1,A,WL,GW
MI2084679,9394,WELL 1,A,WL,GW
MI2006275,1679,WELL 1,A,WL,GW
MI2019012,4511,WELL 1,A,WL,GW
MI2275363,28416,WELL 1,I,WL,GW
MI2275363,10435,WELL 2,A,WL,GW
MI2194763,10108,SOURCE WL001,A,WL,GW
MI2009580,2447,WELL 1,A,WL,GW
MI2145063,9865,WELL 1,A,WL,GW
MO2010491,85525,DISTRIBUTION SYSTEM,A,DS,
MO2010502,85527,DISTRIBUTION SYSTEM,A,DS,
MO1024143,85325,DISTRIBUTION SYSTEM,A,DS,
MO2010029,85470,DISTRIBUTION SYSTEM,A,DS,
MO2010091,67019,TREATMENT PLANT,A,TP,
MO4010656,86506,DISTRIBUTION SYSTEM,A,DS,
MO2024237,85585,DISTRIBUTION SYSTEM,A,DS,
MO2181076,89282,DISTRIBUTION SYSTEM,A,DS,
MO2010452,85519,DISTRIBUTION SYSTEM,A,DS,
MO2010472,85521,DISTRIBUTION SYSTEM,A,DS,
MO2010479,85522,DISTRIBUTION SYSTEM,A,DS,
MO2024259,85588,DISTRIBUTION SYSTEM,A,DS,
MO2024555,85617,DISTRIBUTION SYSTEM,A,DS,
MO2024556,85618,DISTRIBUTION SYSTEM,A,DS,
MO2024557,85619,DISTRIBUTION SYSTEM,A,DS,
MO1024154,85333,DISTRIBUTION SYSTEM,A,DS,
MO1024155,85334,DISTRIBUTION SYSTEM,A,DS,
MO2010165,85487,DISTRIBUTION SYSTEM,A,DS,
MO1010627,85258,DISTRIBUTION SYSTEM,A,DS,
MO2010215,85490,DISTRIBUTION SYSTEM,A,DS,
MO2010268,85495,DISTRIBUTION SYSTEM,A,DS,
MO2010271,85496,DISTRIBUTION SYSTEM,A,DS,
MO2010300,85498,DISTRIBUTION SYSTEM,A,DS,
MO1024482,85361,DISTRIBUTION SYSTEM,A,DS,
MO1010301,85210,DISTRIBUTION SYSTEM,A,DS,
MO1010306,85211,DISTRIBUTION SYSTEM,A,DS,
MO1024510,85363,DISTRIBUTION SYSTEM,A,DS,
MO2024499,85610,DISTRIBUTION SYSTEM,A,DS,
MO4011179,89560,DISTRIBUTION SYSTEM,A,DS,
MO1024033,85307,DISTRIBUTION SYSTEM,A,DS,
MO1024034,85308,DISTRIBUTION SYSTEM,A,DS,
MO2010722,85552,DISTRIBUTION SYSTEM,A,DS,
MO1010014,85165,DISTRIBUTION SYSTEM,A,DS,
MO1010024,85166,DISTRIBUTION SYSTEM,A,DS,
MO1010205,85197,DISTRIBUTION SYSTEM,A,DS,
MO1010131,85183,DISTRIBUTION SYSTEM,A,DS,
MO2010780,85559,DISTRIBUTION SYSTEM,A,DS,
MO1010567,85249,DISTRIBUTION SYSTEM,A,DS,
MO4011123,72927,WELL # 1,A,TP,
MO1010001,85160,DISTRIBUTION SYSTEM,A,DS,
MO2024350,85595,DISTRIBUTION SYSTEM,A,DS,
MO2036165,85631,DISTRIBUTION SYSTEM,A,DS,
MO2010520,85534,DISTRIBUTION SYSTEM,A,DS,
MO2010523,85535,DISTRIBUTION SYSTEM,A,DS,
MO2010533,85536,DISTRIBUTION SYSTEM,A,DS,
MO2010538,85537,DISTRIBUTION SYSTEM,A,DS,
MO1024247,85341,DISTRIBUTION SYSTEM,A,DS,
MO2010559,85539,DISTRIBUTION SYSTEM,A,DS,
MO2010566,85541,DISTRIBUTION SYSTEM,A,DS,
MO2010515,85532,DISTRIBUTION SYSTEM,A,DS,
MO4048064,71349,WELL #1-PUMP HOUSE 4670 FLAT RIVER RD,A,TP,
MO1010076,85172,DISTRIBUTION SYSTEM,A,DS,
MO4041308,80632,WELL#1 - 6104 BUSIEK,A,WL,GW
MO1010098,85175,DISTRIBUTION SYSTEM,A,DS,
MO1010123,85181,DISTRIBUTION SYSTEM,A,DS,
MO2024346,85594,DISTRIBUTION SYSTEM,A,DS,
MO1024156,85335,DISTRIBUTION SYSTEM,A,DS,
MO1024223,85338,DISTRIBUTION SYSTEM,A,DS,
MO1024241,85339,DISTRIBUTION SYSTEM,A,DS,
MO1010254,85203,DISTRIBUTION SYSTEM,A,DS,
MO1010261,85204,DISTRIBUTION SYSTEM,A,DS,
MS0140033,37742,DISTRIBUTION DS000,A,DS,
MS0140045,37743,DISTRIBUTION DS000,A,DS,
