PWSID,FACILITY_ID,FACILITY_NAME,FACILITY_ACTIVITY_CODE,FACILITY_TYPE_CODE,WATER_TYPE_CODE
TX2370001,12630,PLANT - 1350 BLASINGAME RD,A,TP,
TX2370001,59290,"1042 13TH ST, HEMPSTEAD",A,SS,
TX2370001,62081,"1350 BLASINGAME RD, HEMPSTEAD",A,SS,
TX2370001,4872,PLANT - 1042 13TH ST,A,TP,
TX1900004,57601,1026 CR 1470,A,SS,
TX1900009,44843,DISTRIBUTION SYSTEM,A,DS,
TX1100002,20641,19 - WALNUT / SHERMAN,I,WL,GW
TX1100002,833,4TH ST PS,I,TP,
TX1100002,54309,"4TH ST & AVE G, LEVELLAND",I,SS,
TX1100004,54313,"MAINE AVE & ELLINGTON AVE, ROPESVILLE",A,SS,
TX1100004,9588,PLANT - 207 HOCKLEY,A,TP,
TX1840008,44565,DISTRIBUTION SYSTEM,A,DS,
TX1010583,41131,DISTRIBUTION SYSTEM,A,DS,
WV3302014,16900,GLASGOW BOOSTER STATION,A,PF,
VA1027069,27263,DS001 - DISTRIBUTION SYSTEM,A,DS,
VA1027061,11065,ST046 - BIRCH LEAF TANK,A,ST,
VA1027061,11088,ST002 - BIG A MOUNTAIIN TANK,A,ST,
VA1027061,11070,ST003 - COUNCIL TANK,A,ST,
VA1027061,11074,ST007B - LOVERS GAP # 2 TANK,A,ST,
VA1027061,11080,ST006 - ROWE TANK,A,ST,
VA1027061,11068,ST011 - WHITEWOOD # 1 TANK,A,ST,
VA1027065,21026,DISTRIBUTION SYSTEM,A,DS,
VA1121045,14019,DISTRIBUTION SYSTEM,A,DS,
VA1185695,21039,DS001 - DISTRIBUTION SYSTEM,A,DS,
VA1185695,27247,PF003 - BRICKYARD PUMP STATION,I,PF,
TX2040054,57925,LONE OAK DR / HOLLY ST,A,SS,
TX1880055,61684,"10101 AMARILLO BLVD W, AMARILLO",A,SS,
TX1890011,57595,"FM 170, CANDELARIA",A,SS,
TX1890012,44837,DISTRIBUTION SYSTEM,A,DS,
TX1890012,57596,"WEST FM 170, REDFORD",A,SS,
VA3001500,15131,ELEVATED TANK,A,ST,
VA3001500,15130,GROUND TANK 500K,A,ST,
VA3001500,6177,WELL #5,I,WL,GW
TX1900001,44841,DISTRIBUTION SYSTEM,A,DS,
TX1900004,3076,PLANT - CR 1470,A,TP,
TX1900004,44842,DISTRIBUTION SYSTEM,A,DS,
TX1900011,44844,DISTRIBUTION SYSTEM,A,DS,
TX1900011,63205,LINK PLANT ?,I,TP,
TX1840008,10449,SWTP - WALNUT CREEK,A,TP,
GA2790015,23640,WELL #3 TREATMENT PLANT,A,TP,
UTAH06017,5602,BAER CANYON SPRING,I,SP,GU
UTAH06017,7510,UTAH06017 DISTRIBUTION SYSTEM,A,DS,
VA2069773,19399,ENTRY POINT - WELL 6,I,SS,
VA2069773,16754,VALLEY PROTEINS (CORPORATE HEADQUARTERS),I,DS,
VA2165090,30593,MECHANICSVILE WELL ENTRY POINT,I,SS,
TX2290002,58965,"3145 BARNUM LOOP, CORRIGAN",A,SS,
TX1010590,41135,DISTRIBUTION SYSTEM,A,DS,
VA2165300,26874,DISTRIBUTION SYSTEM,A,DS,
TX2280034,45890,DISTRIBUTION SYSTEM,A,DS,
TX2280036,1,WELL,I,WL,GW
TX2280037,46732,DISTRIBUTION SYSTEM,A,DS,
TX2290002,25924,1 - CHESTER,A,WL,GW
TX2290012,58978,"PR 6160, WOODVILLE",A,SS,
TX2490016,363,SWTP - 1710 FM 1658 / BRIDGEPORT,A,TP,
TX2490017,59706,SWTP - 905 HWY 380 W,A,SS,
TX2490017,46484,DISTRIBUTION SYSTEM,A,DS,
TX2490017,33962,INTAKE 1 - LK BRIDGEPORT / W SHORE,A,IN,SW
VA1121570,14065,DISTRIBUTION SYSTEM,A,DS,
TX1840018,57344,"201 S LAZY BEND ESTATES RD, MILLSAP",A,SS,
TX1910002,44849,DISTRIBUTION SYSTEM,A,DS,
TX1910002,4694,SWTP - 12 MILES EAST OF CANYON TX ON SH,I,TP,
TX1910004,57611,"16010 HAMMON, AMARILLO",A,SS,
TX1910004,324,PLANT - HAMMON ST,A,TP,
TX1910005,57612,"7900 SE 81ST AVE, AMARILLO",A,SS,
TX1910024,9188,PLANT - 25701 ADKISSON RD,A,TP,
TX1910024,57632,"25661 ADKISSON RD, CANYON",A,SS,
TX1910047,57653,"9721 S COULTER ST, AMARILLO",A,SS,
VA4115400,7766,DISTRIBUTION SYSTEM,A,DS,
VA4115455,5181,"CL2, SOFTENING & PO4 ADD",A,TP,
VA4115455,7770,DISTRIBUTION SYSTEM,A,DS,
TX2340002,2845,SWTP - CR 3507,A,TP,
TX2340002,46016,DISTRIBUTION SYSTEM,A,DS,
TX2490051,46513,DISTRIBUTION SYSTEM,A,DS,
UTAH11066,132,STORAGE FACILITY ST001,A,ST,
NE3115701,6361,WELL 541,I,WL,GW
NE3115702,3784,WELL 201,I,WL,GW
NE3115708,2929,WELL 711,I,WL,GW
NE3115710,10950,611 TREATMENT,I,TP,
NE3115710,10951,901 TREATMENT,I,TP,
NE3115717,11757,TW 20056,I,WL,GW
NE3115907,4946,POE 012,I,SS,
NE3115909,10855,WELL 951T,I,TP,
NE3115909,4672,WELL 022,I,WL,GW
TX2340005,46019,DISTRIBUTION SYSTEM,A,DS,
TX2340005,33724,INTAKE 1 - LK TAWAKONI,A,IN,SW
VA2109450,23482,DISTRIBUTION SYSTEM,A,DS,
VA2109450,1020,LOUISA COUNTY WATER AUTHORITY,A,CC,SW
VA2109510,6893,DISTRIBUTION SYSTEM,A,DS,
TX1220001,54684,"509 ALAMO AVE, FORT DAVIS",A,SS,
VA1035107,25173,ENTRY POINT,A,SS,
TX1840077,57389,"MOUNTAIN RIVER RD, MILLSAP",A,SS,
VA4115651,10960,DISTRIBUTION SYSTEM,A,DS,
VA4115651,2687,WELL NO. 1,A,WL,GW
TX1110007,45397,011 - WELL 18 / TRINITY,I,SS,
TX2500010,46530,DISTRIBUTION SYSTEM,A,DS,
NE3117302,5835,WELL 561,I,WL,GW
VA1035107,6345,CROOKED OAK RESTAURANT,A,DS,
NE3120976,8292,WELL 021,I,WL,GW
TX2350006,59196,"75 BROADWAY ST, VICTORIA",A,SS,
TX2350006,7142,PLANT - 117 BROADWAY,A,TP,
VA2109990,25111,POORE WELLS TREATMENT BUILDING,A,TP,
VA2109990,26565,"EP COMBINED GS WELLS 3,4,5",I,SS,
TX2350004,29346,2 - DUCK / GROUSE,A,WL,GW
VA3053210,22109,ENTRY POINT,A,SS,
VA3053210,1566,WELL NUMBER 1 DRILLED,A,WL,GW
TX2340012,46025,DISTRIBUTION SYSTEM,A,DS,
TX2340012,467,SWTP - FM 2475 / 2.2 MGD,A,TP,
TX1940003,6920,BONNER DR & GARNER DR,A,TP,
TX1940004,44916,DISTRIBUTION SYSTEM,A,DS,
TX1940004,3336,PLANT - E MAIN ST METER,A,TP,
NC0498020,304,STORAGE_ELEVATED,A,ST,
NC0498020,61837,DISTRIBUTION SYSTEM,A,DS,
PA7670324,101,KITCHEN TAP,I,SS,
NC0368182,4450,TREATMENT_PLT_WELL #1A,A,TP,
NC0368182,28676,WELL #1A,A,WL,GW
NC0326337,53140,DISTRIBUTION SYSTEM,A,DS,
NC0326375,1504,HYDROBLADDER,I,ST,
NC0326378,53176,DISTRIBUTION SYSTEM,A,DS,
NC0326379,53177,DISTRIBUTION SYSTEM,A,DS,
NC0433010,59548,DISTRIBUTION SYSTEM,A,DS,
NC0392094,4920,TREATMENT_PLT_WELL #4,A,TP,
NC0392094,30092,WELL #4,A,WL,GW
NC4093006,62834,DISTRIBUTION SYSTEM,A,DS,
PA7360322,300,PLANT PUMPHOUSE,A,TP,
PA7360324,001,WELL,A,WL,GW
PA7360324,101,UTIL SINK BOILER RM,A,SS,
PA7360324,300,BOILER ROOM,A,TP,
PA7360330,001,WELL 1,A,WL,GW
PA7360330,100,3 BAY SINK,A,SS,
PA7360330,300,HALLWAY,A,TP,
PA7360338,001,WELL #1,I,WL,GU
PA7360338,100,TEMPORARY,I,SS,
PA7360338,300,TREATMENTROOM,I,TP,
PA7500003,001,WELL 1,A,WL,GW
PA7500003,002,WELL 2,A,WL,GW
PA7500003,003,WELL 3,A,WL,GW
PA7500003,101,WELL #1 HOUSE,A,SS,
PA7500003,102,WELL #2 HOUSE,A,SS,
PA7500003,103,WELL #3,A,SS,
PA7500003,301,WELL HOUSE #1,A,TP,
PA7500003,302,WELL HOUSE #2,A,TP,
PA7500003,303,WELLHOUSE #3,A,TP,
PA7500006,001,WELL #1,A,WL,GW
PA7500006,002,WELL 5,A,WL,GW
NC0362107,54970,DISTRIBUTION SYSTEM,A,DS,
NC0362107,761,STORAGE_ELEVATED,A,ST,
NC0362120,54981,DISTRIBUTION SYSTEM,A,DS,
PA7280010,001,WELL #1,A,WL,GW
PA7280010,101,FIRST TAP,A,SS,
PA7280010,300,BASEMENT,A,TP,
PA7360309,300,BASEMENT PLANT,A,TP,
PA7360310,001,WELL,A,WL,GW
PA7360310,100,3 BAY SINK,A,SS,
PA7360310,300,GARAGE,A,TP,
PA7360315,001,RESTAURANT WELL,A,WL,GW
PA7360315,100,KITCHEN,A,SS,
PA7360315,300,RESTAURANT BASEMENT,A,TP,
PA7360316,001,WELL 117 FT,I,WL,GW
PA7360316,101,WELL WATER,A,SS,
PA7360316,300,BASEMENT,A,TP,
PA7380005,001,WELL 1,I,WL,GW
PA7380005,002,WELL 2,A,WL,GW
PA7380005,101,WELL 1,I,SS,
PA7380005,102,TRMT PIT SINK,A,SS,
PA7380005,301,WELL 1,I,TP,
PA7380005,302,TRMT PIT,A,TP,
NC0279177,1557,STORAGE HYDRO TANK 1,A,ST,
PA7380026,001,WELL 1,A,WL,GW
PA7380026,002,WELL 2,A,WL,GW
PA7380026,101,WELL 1,A,SS,
PA7380026,102,WELL 2,A,SS,
PA7380026,300,WELL 1,A,TP,
PA7380026,301,WELL 2,A,TP,
PA7380027,001,WELL 1,I,WL,GW
PA7380027,003,WELL 3,I,WL,GW
PA7380027,100,TREATED WATER 1 3,I,SS,
PA7380027,101,WELL C,A,SS,
PA7380027,300,FILTER BLDG,A,TP,
PA7380027,301,WELL C TRMT,A,TP,
PA7670321,001,WELL,A,WL,GW
PA7670321,101,KITCHEN SINK,A,SS,
PA7670321,301,KITCHEN AREA,A,TP,
PA7670324,001,WELL 1,I,WL,GW
NC6046002,63205,DISTRIBUTION SYSTEM,A,DS,
NC4392141,4063,TREATMENT_PLT_WELL #1,A,TP,
NC4392146,4072,TREATMENT_PLT_WELLS #1,A,TP,
NC0136025,40973,COMMON HEADER_S10 & S11,A,CH,
PA7360367,300,BASEMENT,A,TP,
CO0111525,21104,OFFSITE CLEARWELL,A,ST,
KS2012309,13648,TESTWELL 2001,I,WL,GW
070000002,99,JOSEF CARROLL,A,DS,
KS2020105,13632,CC FROM WASHINGTON CO RWD 2,A,CC,GW
KS2015103,13643,STORAGE TANK 03,A,ST,
KS2012309,13642,PUMP FACILITY 01,A,PF,
NC6046002,38865,WELL #2,A,WL,GW
NC0326118,52952,DISTRIBUTION SYSTEM,A,DS,
NC0326122,2983,STORAGE_HYDRO,A,ST,
NC0326122,52956,DISTRIBUTION SYSTEM,A,DS,
NC0326127,1155,STORAGE_GROUND,A,ST,
NC0351915,27842,WELL #1,I,WL,GW
NV0000372,9811,WATER HAULER 202108-202108 WATER PROS,I,CC,SW
NC0392077,10811,TREATMENT_PLT_WELL #3,A,TP,
NC0273010,50705,DISTRIBUTION SYSTEM,A,DS,
NC0392126,9684,TREATMENT_PLT_PLANT #1,A,TP,
NC0392126,30151,WELL# 1,A,WL,GW
OK1010318,28515,RATTAN STORAGE TANK,A,ST,
OK1020208,28490,SOUTH PLANT TOWER,A,ST,
NC0326286,53091,DISTRIBUTION SYSTEM,A,DS,
NC0326310,2948,STORAGE_HYDRO,A,ST,
NC0326337,4712,TREATMENT_PLT_WELL #49,I,TP,
NC0363115,2865,STORAGE_HYDRO,A,ST,
NC0363117,28290,WELL #2,I,WL,GW
NC0363117,4875,TREATMENT_PLT_WELL #2,I,TP,
NC0363117,6152,TREATMENT_PLT_WELL #8,I,TP,
NC0363117,755,STORAGE_ELEVATED,A,ST,
NC0363124,2881,STORAGE_HYDRO_INACTIVE,I,ST,
NC0363124,55211,DISTRIBUTION SYSTEM,A,DS,
NC0363144,2368,STORAGE_HYDRO_1,A,ST,
PA7360550,001,WELL 102,A,WL,GW
PA7360550,002,WELL 100B,I,WL,GW
PA7360550,003,WELL 104,A,WL,GW
PA7360550,005,WELL 106,A,WL,GW
PA7360550,006,WELL 100A,A,WL,GW
PA7360550,100,BLDG #8,A,SS,
PA7360550,102,BLDG #10 & #9,A,SS,
PA7360550,300,BLDG #8,A,TP,
PA7360550,301,BLDG #10,A,TP,
PA7360555,001,WELL #1,A,WL,GW
PA7360555,100,3 BAY SINK,A,SS,
PA7360555,300,BASEMENT,A,TP,
PA7360367,001,WELL 1,A,WL,GW
PA7360367,100,HAND SINK,A,SS,
PA7360387,001,WELL,I,WL,GW
PA7360387,100,TEMPORARY,I,SS,
PA7360387,300,TREATMENTROOM,I,TP,
PA7360421,001,WELL 1,A,WL,GW
PA7360421,100,KITCHEN,A,SS,
PA7360421,300,BOILER ROOM,A,TP,
PA7360425,001,WELL,A,WL,GW
PA7360425,100,EP 100,A,SS,
PA7380317,001,WELL,A,WL,GW
PA7380317,100,WELL #1,A,SS,
PA7380329,001,WELL #1,I,WL,GW
PA7380329,100,TREATED WATER,A,SS,
PA7380337,001,WELL #2,I,WL,GW
PA7380337,003,WELL #3,A,WL,GW
NC0377010,4538,TREATMENT_PLT_HAMLET WTP,A,TP,
PA7670930,001,HOT WATER WELL,I,WL,GW
PA7670930,002,COLD WATER WELL,A,WL,GW
PA7670930,101,KITCHEN SINK TAP,A,SS,
PA7670930,301,HOT WATER TREATMENT,I,TP,
PA7670930,302,COLD WATER TREATMENT,A,TP,
NC5082010,38818,WELL#1,I,WL,GW
NC0106479,12045,WELL #1,I,WL,GW
NC0106505,12072,WELL #1,A,WL,GW
OK2000118,28360,CL2 STATION WELL 9,A,TP,
NC0351168,6302,TREATMENT_PLT_WELL #SH4,I,TP,
NC0498045,61842,DISTRIBUTION SYSTEM,A,DS,
NC0353127,9622,TREATMENT_PLT_WELLS #1 & #4,A,TP,
NC0353127,9623,TREATMENT_PLT_WELL #3,I,TP,
NY1330778,89024,DISTRIBUTION SYSTEM,A,DS,
NC0363458,9166,TREATMENT_PLT_WELLS #1 & #2,A,TP,
NC0368015,9647,TREATMENT_PLT_HILLSBOROUGH WT,A,TP,
NC0368020,9648,TREATMENT_PLT_ORANGE/ALAMANCE,A,TP,
NC0368020,9649,TREATMENT_PLT_WELL #2,A,TP,
NC0392135,9742,TREATMENT_PLT_PLANT #2,A,TP,
NC0392139,30173,WELL #1,A,WL,GW
NC0241243,50399,DISTRIBUTION SYSTEM,A,DS,
PA7220912,001,WELL #1,I,WL,GW
PA7220912,002,WELL #2,A,WL,GW
PA7220912,101,FRONT BLDG 01,A,SS,
PA7220912,102,BACK BLDG 04,A,SS,
PA7380345,001,WELL #1,A,WL,GW
PA7380345,100,TREATED WATER,A,SS,
PA7380345,300,UV SOFTENER NITRATE,A,TP,
PA7360610,001,WELL,A,WL,GW
PA7360610,100,FIRST MOTEL ROOM,A,SS,
PA7360611,001,WELL #1,I,WL,GW
PA7360611,002,WELL #2,A,WL,GW
PA7360441,001,WELL 1,I,WL,GW
PA7360441,100,3 BAY SINK,A,SS,
PA7360441,300,TREATMENT ROOM,A,TP,
PA7360443,001,WELL,A,WL,GW
PA7360443,100,KITCHEN SINK,A,SS,
PA7360443,300,TREATMENT ROOM,A,TP,
PA7500022,002,WELL 1,A,WL,GW
PA7500022,003,6TH STREET WELL,I,WL,GW
PA7500022,005,WELL #14,A,WL,GW
PA7500022,006,JUNIATA RIVER,A,IN,SW
PA7500022,101,WELL 1,A,SS,
NC0161419,18629,WELL #1 (INACTIVE),I,WL,GW
NC0161419,3355,STORAGE_HYDRO_1,A,ST,
NC0161419,47151,DISTRIBUTION SYSTEM,A,DS,
NC4392426,4144,TREATMENT_PLT_WELL #1,A,TP,
PA7380337,101,TREATED WATER,A,SS,
PA7380337,300,TREATMENT ROOM,A,TP,
PA7360465,001,WELL,A,WL,GW
PA7360465,100,KITCHEN SINK,A,SS,
PA7360465,300,TREATMENT PLANT 300,A,TP,
NC0353010,103,STORAGE_CLEAR_WELL,A,ST,
NC0353010,54894,DISTRIBUTION SYSTEM,A,DS,
NC0353015,54895,DISTRIBUTION SYSTEM,A,DS,
NC0353015,9139,TREATMENT_PLT_PLANT #1,I,TP,
NC0353015,9140,TREATMENT_PLT_PLANT #2,I,TP,
NC0353101,54898,DISTRIBUTION SYSTEM,A,DS,
NC0353127,2863,STORAGE_HYDRO,A,ST,
NC0353130,54923,DISTRIBUTION SYSTEM,A,DS,
NC0353130,99,STORAGE_CLEAR_WELL,A,ST,
NC0353132,54925,DISTRIBUTION SYSTEM,A,DS,
NC0362010,104,STORAGE_CLEAR_WELL,A,ST,
NC0362010,1141,STORAGE_GROUND_1,A,ST,
NC0362010,54956,DISTRIBUTION SYSTEM,A,DS,
NC0362015,54957,DISTRIBUTION SYSTEM,A,DS,
NC0362020,54959,DISTRIBUTION SYSTEM,A,DS,
NC0362020,766,STORAGE_ELEVATED_2,A,ST,
NC0362025,54961,DISTRIBUTION SYSTEM,A,DS,
NC0362030,54962,DISTRIBUTION SYSTEM,A,DS,
NC0362035,54963,DISTRIBUTION SYSTEM,A,DS,
NC0362106,54969,DISTRIBUTION SYSTEM,A,DS,
NC0362107,10007,TREATMENT_PLT_WELL #1 & #4,I,TP,
NC0362107,10097,TREATMENT_PLT_WELL #3,I,TP,
NC0362107,27948,WELL #2,I,WL,GW
NC0118151,13283,WELL #2,I,WL,GW
PA7670966,001,WELL,A,WL,GW
PA7670966,101,KITCHEN SINK,A,SS,
TX1080029,33597,"INTAKE 4 - 1112 E OWASSA RD, SAN JUAN",A,IN,SW
TX1080029,750,SWTP 3 - 6639 FM 490,I,TP,
TX1080029,828,SWTP 4 - CESAR CHAVEZ / OWASSA RD,A,TP,
TX1080029,907,SWTP 5 - VICTORIA,A,TP,
TX1080033,42435,DISTRIBUTION SYSTEM,A,DS,
TX1080034,42436,DISTRIBUTION SYSTEM,A,DS,
TX1080034,6419,PLANT,I,TP,
TX1080064,10659,PLANT,A,TP,
TX1080064,54204,"GOLF COURSE RD, MERCEDES",A,SS,
TX1080067,42443,DISTRIBUTION SYSTEM,A,DS,
TX1080067,18042,F-2 (GUI),A,WL,GU
NE3150378,3935,WELL 693 MB SOUTH,I,WL,GW
NE3150378,3938,WELL 040,I,WL,GW
NE3150378,3944,WELL 042,I,WL,GW
NE3150378,3958,WELL 037,I,WL,GW
NE3150378,8783,WELL 981 MDB,I,WL,GW
NE3150378,9525,WELL 952 DISTRIBUTION SYSTEM,I,DS,
NE3150378,9529,WELL 981 DISTRIBUTION SYSTEM,I,DS,
NE3150496,252,WELL 021 DISTRIBUTION SYSTEM,I,DS,
KY0470175,6896,FREEMAN LAKE TPC,I,TP,
KY0090287,6876,PURCHASE - KY0090343 PARIS WATER WORKS,A,CC,SW
KY0131012,6875,PURCHASE - KY1190061 CAMPTON WATER,A,CC,SW
NC0410045,57917,DISTRIBUTION SYSTEM,A,DS,
NC0410045,731,STORAGE_ELEVATED_11,A,ST,
NC0410045,95,STORAGE_CLEAR_WELL_3,I,ST,
UTAH05001,7403,UTAH05001 DISTRIBUTION SYSTEM,A,DS,
VA1051727,21169,DS001 DISTRIBUTION SYSTEM,A,DS,
VA1051721,167,CC001 - MASTER METER - BCPSA @ BACKBONE,A,CC,SW
VA1197810,9622,DISTRIBUTION SYSTEM,A,DS,
VA3093210,1638,DRILLED WELL,I,WL,GW
VA3093210,23961,ENTRY POINT,A,SS,
VA3093210,15204,GROUND STORAGE TANK,A,ST,
TX1870012,6876,PLANT - FM 3126,A,TP,
TX1870012,57503,"484 WEAVER, LIVINGSTON",A,SS,
TX1870013,44700,DISTRIBUTION SYSTEM,A,DS,
TX1870019,6877,PLANT,I,TP,
TX1870019,57509,"142 LONG KING DR, LIVINGSTON",A,SS,
TX1870020,44705,DISTRIBUTION SYSTEM,A,DS,
TX2270333,45853,DISTRIBUTION SYSTEM,A,DS,
NC0123020,43324,DISTRIBUTION SYSTEM,A,DS,
NC0123030,43326,DISTRIBUTION SYSTEM,A,DS,
UTAH05001,1374,STORAGE ST003 300K,I,ST,
UTAH05001,6878,FLAMING GORGE RESERVOIR INTAKE,A,IN,SW
VA1051726,21051,DISTRIBUTION SYSTEM,A,DS,
TX1020022,17923,1 - PLANT 1 / FM 1999,I,WL,GW
TX1020022,17898,2B - 10180 FM 134,I,WL,GW
TX1020022,17931,2C - 2121 FM 1999,I,WL,GW
TX1020023,36947,DISTRIBUTION SYSTEM,A,DS,
TX1020023,7720,PLANT 1,A,TP,
TX1020023,17933,1 - HWY 154,A,WL,GW
TX1020026,42141,DISTRIBUTION SYSTEM,A,DS,
TX1080067,54206,LAS RUSIAS WTP / FM 1479,A,SS,
TX1080075,42445,DISTRIBUTION SYSTEM,A,DS,
TX1150010,9551,RO PLANT,I,TP,
NE3105701,3532,WELL 521,I,WL,GW
NE3105701,3552,WELL 511,I,WL,GW
NE3105904,3255,WELL 631,I,WL,GW
NE3106301,5732,WELL 391,I,WL,GW
NE3106301,6410,UNDERGROUND RESERVOIR,I,ST,
NE3150547,4755,WELL 021 (DECOMMISSIONED),I,WL,GW
UTAH08005,2431,GREEN RIVER WTP,A,TP,
UTAH08005,7564,UTAH08005 DISTRIBUTION SYSTEM,A,DS,
VA1051725,21047,DISTRIBUTION SYSTEM,A,DS,
VA1197810,12371,ELEVENTH STREET BOOSTER PUMP STATION,A,PF,
VA1197810,12373,FAIRVIEW BOOSTER PUMP STATION,A,PF,
VA1197810,9620,FAIRVIEW TANK,A,ST,
VA1197810,9619,PINE RIDGE PRESSURE TANK,A,ST,
TX2280012,3780,PLANT - TRA,A,TP,
TX2280016,45878,DISTRIBUTION SYSTEM,A,DS,
TX2280016,36005,GU FROM TRA TRINITY COUNTY REGIONAL,I,CC,GU
TX2280028,45884,DISTRIBUTION SYSTEM,A,DS,
TX1020020,36944,DISTRIBUTION SYSTEM,A,DS,
TX1020020,6334,PLANT,A,TP,
TX1020020,17929,2 - 0.4 MI S OF 1,A,WL,GW
TX1020021,36945,DISTRIBUTION SYSTEM,A,DS,
TX1020078,42176,DISTRIBUTION SYSTEM,A,DS,
TX1020081,42179,DISTRIBUTION SYSTEM,A,DS,
TX1870045,56784,"PUTNAMS LANDING / HWY 3126, LIVINGSTON",A,SS,
TX1020021,6336,PLANT - 1221 FM 2625 W,A,TP,
TX1020022,36946,DISTRIBUTION SYSTEM,A,DS,
TX2380005,59352,EST - W CAMPUS RD,A,SS,
TX1020047,42150,DISTRIBUTION SYSTEM,A,DS,
TX1020047,6342,PLANT - CYPRESS VILLAGE RD,A,TP,
TX1050001,17833,1 - SPRING LAKE PS (GUI),A,WL,GU
TX1050001,19744,11 -OAK RIDGE ESTATES WELL #116-2,I,WL,GU
TX1050001,17828,SOYAR,A,WL,GW
TX1050001,17834,2 - SPRING LAKE PS (GUI),A,WL,GU
TX1050002,42201,DISTRIBUTION SYSTEM,A,DS,
TX1160012,42701,DISTRIBUTION SYSTEM,A,DS,
TX1080147,5345,PLANT,A,TP,
TX1080147,54213,"35100 LAZY PALM DR, EDINBURG",A,SS,
TX1080147,17800,1 - W OF POOL,A,WL,GW
NE3112704,5492,TREATMENT PLANT 001,I,TP,
NE3117906,5649,WELL 091 DECOMMISSIONED,I,WL,GW
NE3118104,6330,WELL 811 (DECOMMISSIONED),I,WL,GW
NE3118704,2937,WELL 711,I,WL,GW
VA2171750,14691,FORT HILL ELEVATED TANK,A,ST,
VA2171750,14692,ROUTE 55 TANK,A,ST,
TX1870025,44707,DISTRIBUTION SYSTEM,A,DS,
TX1870025,7978,PLANT - LINK ST,A,TP,
TX1870027,44709,DISTRIBUTION SYSTEM,A,DS,
TX1870027,24835,1 - ONE LAKE FOREST DR,I,WL,GW
TX1870027,24889,5 - ONE LAKE FOREST DR,I,WL,GW
VA2003175,8803,CL2 AND AQUAMAG,A,TP,
VA2003175,18531,ENTRY POINT FINISHED WATER,A,SS,
VA2043125,13642,"BERRYVILLE, TOWN OF",A,DS,
VA2043125,13641,JEFFERSON ST TANK,A,ST,
VA2043629,19314,ENTRY POINT - WELL 1 & 3,I,SS,
VA2043629,13660,KEYSTONE BAPTIST CHURCH,A,DS,
VA3093647,24042,ENTRY POINT,A,SS,
TX1870064,56796,"TAYLOR LAKE CIR, LIVINGSTON",A,SS,
TX1870064,8126,PLANT 2 - TAYLOR LAKE RD,A,TP,
TX1870068,3670,FOREST HILLS PLT 1,A,TP,
TX1870068,56800,"BURRIS DR / RIO VISTA DR, LIVINGSTON",I,SS,
TX2020020,45030,DISTRIBUTION SYSTEM,A,DS,
TX2300003,45920,DISTRIBUTION SYSTEM,A,DS,
TX2300003,11379,PLANT - WELL 4,A,TP,
TX2280012,45877,DISTRIBUTION SYSTEM,A,DS,
TX1050001,42200,DISTRIBUTION SYSTEM,A,DS,
TX1050001,4926,PLANT - MCCARTY LN,A,TP,
TX1050001,53913,"3510 HUNTER RD, SAN MARCOS",A,SS,
NE3120150,3974,WELL 034,I,WL,GW
VA1169415,31167,DISTRIBUTION SYSTEM,A,DS,
TX2310002,59046,"CR 215 N OF 67, RANKIN",A,SS,
TX2310002,10357,PLANT - N HWY 349 / RD 102,A,TP,
TX1050019,42211,DISTRIBUTION SYSTEM,A,DS,
TX1050019,12142,PLANT WELL 5 - LOOP 4,A,TP,
TX1050019,6364,PLANT A - CR 228,A,TP,
TX1080213,42460,DISTRIBUTION SYSTEM,A,DS,
TX1020086,42184,DISTRIBUTION SYSTEM,A,DS,
TX1020088,46758,DISTRIBUTION SYSTEM,A,DS,
TX1020092,47247,DISTRIBUTION SYSTEM,A,DS,
TX1820010,44482,DISTRIBUTION SYSTEM,A,DS,
TX1820011,44483,DISTRIBUTION SYSTEM,A,DS,
TX2330011,59106,"100 KINGS CANYON, DEL RIO",A,SS,
TX2330011,9666,PLANT - 100 KINGS CANYON,A,TP,
TX2330020,59112,"ROUGH CANYON RD 2, DEL RIO",A,SS,
TX1040001,42190,DISTRIBUTION SYSTEM,A,DS,
TX1040001,4105,MASTER METER I/C WITH NCTMWA,I,TP,
TX1040002,42191,DISTRIBUTION SYSTEM,A,DS,
TX1040002,53900,PS1 - 4TH ST / LINCOLN ST,A,SS,
TX1040002,17765,2 - 4TH / LINCOLN,A,WL,GW
TX1040003,42192,DISTRIBUTION SYSTEM,A,DS,
TX1040003,53901,PS 1 - 401 GLADSTONE,A,SS,
TX1040004,10562,PLANT - WELL FIELD / CR 271,A,TP,
TX1040004,53902,"102 S BREUSTEDT, WEINERT",A,SS,
TX1040004,17837,1 - CR 271,I,WL,GW
TX1040005,42194,DISTRIBUTION SYSTEM,A,DS,
TX1040005,53903,"7TH ST / WABASH AVE, O'BRIEN",A,SS,
TX1040005,10,0.092 MG GST - PS EAST OF KNOX CITY,I,TP,
TX1040005,17835,1 - 7TH / WABASH,A,WL,GW
TX1040015,42195,DISTRIBUTION SYSTEM,A,DS,
TX1040017,42196,DISTRIBUTION SYSTEM,A,DS,
TX1040019,42198,DISTRIBUTION SYSTEM,A,DS,
TX1090001,54239,"2400 SW IH 35, HILLSBORO",A,SS,
NE3150324,5583,TREATMENT PLANT 001,I,TP,
NE3150373,4189,WELL 031,I,WL,GW
UTAH04012,3192,DRAGERTON WELL,I,WL,GW
